,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
browse_foreigners.php,140.0,153.0,0.0,18.0,18.0,3.0,1942.0954211665291,0.0,0.0,0.0,14.0,8.0,19.0,no,no
bs_change_mime_type.php,30.0,31.0,0.0,9.0,9.0,7.0,496.5040737282402,0.0,0.0,0.0,12.0,9.0,20.0,no,no
bs_disp_as_mime_type.php,33.0,33.0,0.0,6.0,6.0,2.0,264.4770393462121,0.0,0.0,0.0,5.0,5.0,2.0,no,no
bs_play_media.php,22.0,24.0,0.0,6.0,6.0,3.0,167.8330218124871,0.0,0.0,0.0,5.0,5.0,2.0,no,no
calendar.php,11.0,12.0,0.0,1.0,1.0,0.0,59.63775959491201,0.0,0.0,0.0,0.0,0.0,0.0,no,no
changelog.php,44.0,48.0,0.0,2.0,2.0,1.0,74.8598955004741,0.0,0.0,0.0,0.0,0.0,0.0,yes,yes
chk_rel.php,7.0,7.0,0.0,1.0,1.0,0.0,9.704060527839234,0.0,0.0,0.0,1.0,1.0,1.0,no,no
config.sample.inc.php,16.0,16.0,0.0,1.0,1.0,0.0,17.328679513998633,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_create.php,25.0,25.0,0.0,4.0,4.0,2.0,186.60345256981142,0.0,0.0,0.0,11.0,6.0,9.0,no,no
db_datadict.php,138.0,149.0,0.0,36.0,36.0,4.0,1678.9600332076805,0.0,0.0,0.0,23.0,11.0,30.0,no,no
db_export.php,35.0,35.0,0.0,5.0,5.0,2.0,272.72758979438544,0.0,0.0,0.0,5.0,4.0,3.0,no,no
db_import.php,8.0,9.0,0.0,1.0,1.0,0.0,12.875503299472802,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_operations.php,303.0,327.0,0.0,77.0,77.0,7.0,4200.739125662673,0.0,0.0,0.0,55.0,24.0,82.0,no,no
db_printview.php,63.0,82.0,0.0,14.0,14.0,4.0,774.5805550747729,0.0,0.0,0.0,9.0,6.0,14.0,no,no
db_qbe.php,438.0,486.0,1.0,106.0,106.0,8.0,7936.692932383562,0.0,0.0,1.0,33.0,16.0,43.0,no,no
db_search.php,148.0,151.0,1.0,21.0,21.0,4.0,1792.9352551063553,0.0,0.0,1.0,14.0,5.0,25.0,yes,yes
db_sql.php,14.0,14.0,0.0,2.0,2.0,1.0,54.1610040220442,0.0,0.0,0.0,1.0,1.0,1.0,yes,yes
db_structure.php,335.0,355.0,0.0,66.0,66.0,4.0,5400.658034291035,0.0,0.0,0.0,26.0,17.0,41.0,no,no
db_tracking.php,95.0,101.0,0.0,19.0,19.0,4.0,1364.1810021901942,0.0,0.0,0.0,16.0,9.0,24.0,no,no
error.php,19.0,21.0,0.0,5.0,5.0,1.0,170.53193371587372,0.0,0.0,0.0,1.0,1.0,2.0,yes,yes
export.php,349.0,351.0,1.0,120.0,120.0,7.0,4656.783056845857,15.0,15.0,0.0,118.0,31.0,69.0,no,no
import.php,262.0,262.0,0.0,70.0,70.0,6.0,2937.2286127193906,0.0,0.0,0.0,27.0,13.0,56.0,no,no
import_status.php,15.0,15.0,0.0,3.0,3.0,2.0,69.53896291115275,0.0,0.0,0.0,1.0,1.0,1.0,no,no
index.php,63.0,71.0,0.0,14.0,14.0,2.0,662.9557786278384,0.0,0.0,0.0,6.0,5.0,22.0,no,no
lang/afrikaans-utf-8.inc.php,1579.0,1579.0,0.0,1.0,1.0,0.0,11620.255505218383,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/albanian-utf-8.inc.php,1579.0,1579.0,0.0,1.0,1.0,0.0,11620.255505218383,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/arabic-utf-8.inc.php,1579.0,1579.0,0.0,1.0,1.0,0.0,11620.255505218383,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/azerbaijani-utf-8.inc.php,1579.0,1579.0,0.0,1.0,1.0,0.0,11620.255505218383,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bangla-utf-8.inc.php,1582.0,1582.0,0.0,1.0,1.0,0.0,11645.350095628175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/basque-utf-8.inc.php,1579.0,1579.0,0.0,1.0,1.0,0.0,11620.255505218383,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/belarusian_cyrillic-utf-8.inc.php,1579.0,1579.0,0.0,1.0,1.0,0.0,11620.255505218383,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/belarusian_latin-utf-8.inc.php,,,,,,,,,,,,,,no,no
lang/bosnian-utf-8.inc.php,1579.0,1579.0,0.0,1.0,1.0,0.0,11620.255505218383,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese-utf-8.inc.php,1580.0,1580.0,0.0,1.0,1.0,0.0,11628.61973550966,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-utf-8.inc.php,1579.0,1579.0,0.0,1.0,1.0,0.0,11620.255505218383,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/catalan-utf-8.inc.php,1580.0,1580.0,0.0,1.0,1.0,0.0,11628.61973550966,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_simplified-utf-8.inc.php,1582.0,1582.0,0.0,1.0,1.0,0.0,11645.350095628175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_traditional-utf-8.inc.php,1580.0,1580.0,0.0,1.0,1.0,0.0,11628.61973550966,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-utf-8.inc.php,1580.0,1580.0,0.0,1.0,1.0,0.0,11628.61973550966,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-utf-8.inc.php,1579.0,1579.0,0.0,1.0,1.0,0.0,11620.255505218383,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/danish-utf-8.inc.php,1582.0,1582.0,0.0,1.0,1.0,0.0,11645.350095628175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/dutch-utf-8.inc.php,1582.0,1582.0,0.0,1.0,1.0,0.0,11645.350095628175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/english-utf-8.inc.php,1582.0,1582.0,0.0,1.0,1.0,0.0,11645.350095628175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/estonian-utf-8.inc.php,1579.0,1579.0,0.0,1.0,1.0,0.0,11620.255505218383,0.0,0.0,0.0,0.0,0.0,0.0,no,no
