,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
browse_foreigners.php,132.0,145.0,0.0,18.0,18.0,3.0,1777.5372012893533,0.0,0.0,0.0,14.0,8.0,18.0,no,no
bs_disp_as_mime_type.php,34.0,34.0,0.0,6.0,6.0,2.0,242.60151319598086,0.0,0.0,0.0,2.0,2.0,2.0,no,no
bs_play_media.php,20.0,22.0,0.0,5.0,5.0,3.0,130.31166994526973,0.0,0.0,0.0,2.0,2.0,2.0,no,no
changelog.php,48.0,52.0,0.0,3.0,3.0,2.0,112.64733019576666,0.0,0.0,0.0,0.0,0.0,0.0,no,no
chk_rel.php,5.0,5.0,0.0,1.0,1.0,0.0,6.931471805599453,0.0,0.0,0.0,1.0,1.0,1.0,no,no
config.sample.inc.php,12.0,12.0,0.0,1.0,1.0,0.0,11.78350206951907,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_create.php,60.0,60.0,0.0,8.0,8.0,3.0,444.2962964978488,0.0,0.0,0.0,17.0,8.0,17.0,no,no
db_datadict.php,134.0,145.0,0.0,35.0,35.0,4.0,1590.9197962739727,0.0,0.0,0.0,23.0,11.0,29.0,no,no
db_export.php,43.0,43.0,0.0,8.0,8.0,3.0,340.4342991533304,0.0,0.0,0.0,5.0,4.0,3.0,no,no
db_import.php,8.0,9.0,0.0,1.0,1.0,0.0,12.875503299472802,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_operations.php,272.0,295.0,0.0,63.0,63.0,6.0,3381.2425863480967,0.0,0.0,0.0,46.0,19.0,79.0,no,no
db_printview.php,62.0,81.0,0.0,14.0,14.0,4.0,740.058584420107,0.0,0.0,0.0,10.0,7.0,15.0,no,no
db_qbe.php,449.0,498.0,1.0,112.0,112.0,8.0,7996.590558828344,0.0,0.0,1.0,34.0,16.0,46.0,no,no
db_search.php,151.0,158.0,1.0,23.0,23.0,4.0,2018.5904696318719,0.0,0.0,1.0,13.0,5.0,24.0,no,no
db_sql.php,16.0,16.0,0.0,2.0,2.0,1.0,65.16390691329298,0.0,0.0,0.0,1.0,1.0,1.0,no,no
db_structure.php,307.0,328.0,0.0,64.0,64.0,4.0,4324.663233802922,0.0,0.0,0.0,24.0,14.0,39.0,no,no
db_tracking.php,105.0,111.0,0.0,25.0,25.0,5.0,1425.2383458786871,0.0,0.0,0.0,17.0,9.0,26.0,no,no
enum_editor.php,32.0,34.0,0.0,8.0,8.0,3.0,354.0763407355021,0.0,0.0,0.0,0.0,0.0,0.0,no,no
export.php,369.0,372.0,1.0,129.0,129.0,7.0,5389.2501715032595,16.0,16.0,0.0,126.0,33.0,73.0,no,no
import.php,268.0,268.0,0.0,71.0,71.0,6.0,3127.6162507190024,0.0,0.0,0.0,27.0,13.0,58.0,no,no
import_status.php,15.0,15.0,0.0,3.0,3.0,2.0,72.062292843852,0.0,0.0,0.0,1.0,1.0,1.0,no,no
index.php,65.0,74.0,0.0,14.0,14.0,2.0,682.6268278059674,0.0,0.0,0.0,7.0,5.0,25.0,no,no
js/messages.php,131.0,134.0,0.0,2.0,2.0,1.0,650.333645526637,0.0,0.0,0.0,2.0,1.0,15.0,no,no
libraries/auth/config.auth.lib.php,41.0,43.0,4.0,7.0,7.0,3.0,261.89219838798596,10.0,6.0,0.0,7.0,7.0,5.0,no,no
libraries/auth/cookie.auth.lib.php,234.0,252.0,7.0,59.0,59.0,5.0,2490.554958772948,9.0,6.0,5.0,33.0,20.0,46.0,no,no
libraries/auth/http.auth.lib.php,89.0,92.0,4.0,27.0,27.0,7.0,699.86496262493,9.0,5.0,1.0,15.0,12.0,27.0,no,no
libraries/auth/signon.auth.lib.php,90.0,90.0,4.0,22.0,22.0,6.0,604.9762304746855,9.0,5.0,1.0,9.0,8.0,8.0,no,no
libraries/auth/swekey/authentication.inc.php,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
