,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
config.inc.php3,152.0,152.0,0.0,2.0,2.0,1.0,381.1480237010037,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_create.php3,15.0,15.0,0.0,3.0,3.0,1.0,124.82541994666035,0.0,0.0,0.0,3.0,1.0,4.0,no,no
db_details.php3,341.0,408.0,0.0,62.0,62.0,7.0,6861.232261415626,0.0,0.0,0.0,8.0,2.0,27.0,no,no
db_printview.php3,112.0,139.0,0.0,33.0,33.0,7.0,1640.645483143798,0.0,0.0,0.0,4.0,1.0,12.0,no,no
db_stats.php3,163.0,168.0,1.0,24.0,24.0,5.0,2773.7603686938837,0.0,0.0,0.0,4.0,1.0,9.0,no,no
footer.inc.php3,8.0,9.0,0.0,4.0,4.0,1.0,52.733389856069266,0.0,0.0,0.0,1.0,1.0,1.0,no,no
header.inc.php3,71.0,85.0,0.0,13.0,13.0,3.0,1101.1422140890768,0.0,0.0,0.0,3.0,2.0,3.0,no,no
index.php3,22.0,23.0,0.0,5.0,5.0,4.0,238.29756041061538,0.0,0.0,0.0,1.0,1.0,1.0,yes,yes
lang/arabic.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese.inc.php3,316.0,316.0,0.0,1.0,1.0,0.0,1811.0587905610996,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-koi8.inc.php3,316.0,316.0,0.0,1.0,1.0,0.0,1812.0603812300744,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-win1251.inc.php3,316.0,316.0,0.0,1.0,1.0,0.0,1812.0603812300744,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/catala.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_big5.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_gb.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-iso.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-win1250.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/danish.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/dutch.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/english.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/finnish.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/french.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/galician.inc.php3,319.0,319.0,0.0,1.0,1.0,0.0,1828.3069695188244,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/german.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/greek.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/hebrew.inc.php3,318.0,318.0,0.0,1.0,1.0,0.0,1822.5575765329163,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/hungarian.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/italian.inc.php3,316.0,316.0,0.0,1.0,1.0,0.0,1812.0603812300744,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/japanese-euc.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/japanese-sjis.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1823.5655265077257,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/korean.inc.php3,314.0,314.0,0.0,1.0,1.0,0.0,1798.5615986390678,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/norwegian.inc.php3,314.0,314.0,0.0,1.0,1.0,0.0,1798.5615986390678,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/polish.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1811.0587905610996,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/portuguese.inc.php3,316.0,316.0,0.0,1.0,1.0,0.0,1811.0587905610996,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/romanian.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/russian-koi8.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/russian-win1251.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/slovak-iso.inc.php3,316.0,316.0,0.0,1.0,1.0,0.0,1811.0587905610996,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/slovak-win1250.inc.php3,314.0,314.0,0.0,1.0,1.0,0.0,1797.559997784368,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/spanish.inc.php3,314.0,314.0,0.0,1.0,1.0,0.0,1798.5615986390678,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/swedish.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/thai.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/turkish.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/ukrainian-win1251.inc.php3,315.0,315.0,0.0,1.0,1.0,0.0,1805.3093975751915,0.0,0.0,0.0,0.0,0.0,0.0,no,no
ldi_check.php3,45.0,45.0,0.0,15.0,15.0,5.0,440.7950655770202,0.0,0.0,0.0,2.0,1.0,9.0,no,no
ldi_table.php3,29.0,30.0,0.0,1.0,1.0,0.0,285.7005800596211,0.0,0.0,0.0,2.0,1.0,2.0,no,no
left.php3,156.0,188.0,0.0,33.0,33.0,6.0,3053.1670049018635,0.0,0.0,0.0,6.0,2.0,10.0,no,no
libraries/auth/config.auth.lib.php3,34.0,36.0,4.0,4.0,4.0,3.0,231.99792961540004,6.0,3.0,0.0,1.0,1.0,1.0,no,no
libraries/auth/cookie.auth.lib.php3,134.0,152.0,5.0,32.0,32.0,6.0,1655.0697880592134,5.0,2.0,1.0,3.0,3.0,2.0,no,no
libraries/auth/http.auth.lib.php3,94.0,96.0,4.0,30.0,30.0,12.0,936.5388288076971,5.0,2.0,1.0,2.0,2.0,1.0,no,no
libraries/bookmark.lib.php3,56.0,56.0,5.0,9.0,9.0,3.0,597.9027930107682,5.0,4.0,1.0,2.0,1.0,17.0,no,no
libraries/build_dump.lib.php3,247.0,247.0,6.0,74.0,74.0,8.0,3774.7159543439006,5.0,2.0,3.0,3.0,1.0,30.0,no,no
libraries/common.lib.php3,425.0,437.0,14.0,116.0,116.0,12.0,5945.259821089349,109.0,33.0,4.0,12.0,3.0,4.0,no,no
libraries/defines.lib.php3,71.0,71.0,0.0,30.0,30.0,6.0,564.5987653559179,0.0,0.0,0.0,0.0,0.0,0.0,no,no
libraries/display_tbl.lib.php3,615.0,659.0,6.0,127.0,127.0,9.0,10683.376469719307,1.0,1.0,5.0,5.0,1.0,15.0,yes,no
libraries/grab_globals.lib.php3,21.0,21.0,0.0,12.0,12.0,4.0,167.8330218124871,0.0,0.0,0.0,0.0,0.0,0.0,no,no
