,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
admin/admin.php,80.0,87.0,0.0,20.0,20.0,3.0,936.7307105490958,0.0,0.0,0.0,17.0,3.0,26.0,no,no
admin/auth.php,81.0,108.0,1.0,19.0,19.0,4.0,1055.792994990659,6.0,6.0,1.0,23.0,9.0,43.0,no,no
admin/backup.php,51.0,52.0,0.0,10.0,10.0,3.0,515.0691578868866,0.0,0.0,0.0,14.0,4.0,23.0,no,no
admin/config.php,55.0,56.0,1.0,17.0,17.0,5.0,553.011979562081,6.0,6.0,1.0,25.0,9.0,28.0,no,no
admin/configure.php,30.0,31.0,0.0,4.0,4.0,1.0,286.4799484132698,0.0,0.0,0.0,10.0,3.0,25.0,no,no
admin/creators.php,77.0,84.0,0.0,18.0,18.0,3.0,888.2068053096021,0.0,0.0,0.0,16.0,3.0,24.0,no,no
admin/cron.php,57.0,63.0,0.0,23.0,23.0,6.0,911.4896398061371,0.0,0.0,0.0,11.0,3.0,14.0,no,no
admin/dbperformance.php,17.0,18.0,0.0,4.0,4.0,1.0,183.2712480596362,0.0,0.0,0.0,8.0,5.0,9.0,no,no
admin/delete.php,28.0,33.0,1.0,9.0,9.0,4.0,251.6886062429995,0.0,0.0,1.0,5.0,2.0,6.0,no,no
admin/filters.php,97.0,97.0,0.0,33.0,33.0,7.0,1108.8572581748829,0.0,0.0,0.0,11.0,3.0,34.0,no,no
admin/index.php,265.0,278.0,0.0,57.0,57.0,7.0,4106.8798938954915,0.0,0.0,0.0,33.0,7.0,151.0,no,no
admin/lang.php,182.0,197.0,1.0,41.0,41.0,6.0,3088.7398595793197,0.0,0.0,1.0,20.0,3.0,48.0,no,no
admin/module.php,29.0,30.0,0.0,5.0,5.0,2.0,352.8458574934594,0.0,0.0,0.0,15.0,3.0,22.0,no,no
admin/modules.php,106.0,107.0,0.0,29.0,29.0,6.0,1625.8367631325302,0.0,0.0,0.0,20.0,4.0,57.0,no,no
admin/phpinfo.php,14.0,15.0,0.0,4.0,4.0,1.0,100.46924044487297,0.0,0.0,0.0,6.0,3.0,6.0,no,no
admin/register.php,54.0,92.0,0.0,7.0,7.0,2.0,860.3057226880923,0.0,0.0,0.0,19.0,3.0,39.0,no,no
admin/site.php,76.0,77.0,1.0,19.0,19.0,5.0,796.0344009850207,6.0,6.0,1.0,22.0,9.0,37.0,no,no
admin/timezone.php,32.0,36.0,0.0,7.0,7.0,3.0,402.08786049841905,0.0,0.0,0.0,9.0,3.0,13.0,no,no
admin/upgradelogs.php,80.0,80.0,0.0,13.0,13.0,5.0,1177.5284730584615,0.0,0.0,0.0,17.0,3.0,31.0,no,no
admin/uploaduser.php,167.0,171.0,1.0,41.0,41.0,8.0,2015.6656502273556,0.0,0.0,1.0,19.0,3.0,62.0,no,no
admin/user.php,218.0,226.0,0.0,49.0,49.0,6.0,3808.022436827979,0.0,0.0,0.0,27.0,3.0,97.0,no,no
admin/users.php,32.0,33.0,0.0,4.0,4.0,1.0,355.1325226443416,0.0,0.0,0.0,11.0,3.0,28.0,no,no
