,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
browse_foreigners.php,140.0,153.0,0.0,18.0,18.0,3.0,1942.0954211665291,0.0,0.0,0.0,14.0,8.0,19.0,no,no
bs_change_mime_type.php,30.0,31.0,0.0,9.0,9.0,7.0,496.5040737282402,0.0,0.0,0.0,11.0,8.0,20.0,no,no
bs_disp_as_mime_type.php,33.0,33.0,0.0,6.0,6.0,2.0,264.4770393462121,0.0,0.0,0.0,4.0,4.0,2.0,no,no
bs_play_media.php,22.0,24.0,0.0,6.0,6.0,3.0,167.8330218124871,0.0,0.0,0.0,4.0,4.0,2.0,no,no
calendar.php,11.0,12.0,0.0,1.0,1.0,0.0,59.63775959491201,0.0,0.0,0.0,0.0,0.0,0.0,no,no
changelog.php,44.0,48.0,0.0,2.0,2.0,1.0,74.8598955004741,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
chk_rel.php,7.0,7.0,0.0,1.0,1.0,0.0,9.704060527839234,0.0,0.0,0.0,1.0,1.0,1.0,no,no
config.sample.inc.php,16.0,16.0,0.0,1.0,1.0,0.0,17.328679513998633,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_create.php,25.0,25.0,0.0,4.0,4.0,2.0,186.60345256981142,0.0,0.0,0.0,11.0,6.0,9.0,no,no
db_datadict.php,138.0,149.0,0.0,36.0,36.0,4.0,1678.9600332076805,0.0,0.0,0.0,21.0,9.0,29.0,no,no
db_export.php,34.0,34.0,0.0,4.0,4.0,2.0,250.37159724774747,0.0,0.0,0.0,5.0,4.0,3.0,no,no
db_import.php,7.0,8.0,0.0,1.0,1.0,0.0,9.704060527839234,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_operations.php,300.0,324.0,0.0,77.0,77.0,7.0,4134.317741825461,0.0,0.0,0.0,52.0,21.0,81.0,no,no
db_printview.php,63.0,82.0,0.0,14.0,14.0,4.0,774.5805550747729,0.0,0.0,0.0,7.0,4.0,13.0,no,no
db_qbe.php,438.0,486.0,1.0,106.0,106.0,8.0,7936.692932383562,0.0,0.0,1.0,25.0,11.0,31.0,no,no
db_search.php,148.0,151.0,1.0,21.0,21.0,4.0,1792.9352551063553,0.0,0.0,1.0,12.0,3.0,22.0,yes,yes
db_sql.php,14.0,14.0,0.0,2.0,2.0,1.0,54.1610040220442,0.0,0.0,0.0,1.0,1.0,1.0,yes,yes
db_structure.php,361.0,380.0,2.0,60.0,60.0,4.0,5344.451816253161,0.0,0.0,2.0,18.0,10.0,32.0,no,no
error.php,19.0,21.0,0.0,5.0,5.0,1.0,170.53193371587372,0.0,0.0,0.0,1.0,1.0,2.0,yes,no
export.php,348.0,350.0,1.0,120.0,120.0,7.0,4487.02260435525,13.0,13.0,0.0,102.0,26.0,63.0,no,no
import.php,245.0,245.0,0.0,67.0,67.0,6.0,2715.4849090230414,0.0,0.0,0.0,25.0,12.0,50.0,no,no
index.php,63.0,71.0,0.0,14.0,14.0,2.0,662.9557786278384,0.0,0.0,0.0,6.0,5.0,22.0,no,no
lang/afrikaans-utf-8.inc.php,1423.0,1423.0,0.0,1.0,1.0,0.0,10323.46348593645,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/albanian-utf-8.inc.php,1423.0,1423.0,0.0,1.0,1.0,0.0,10323.46348593645,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/arabic-utf-8.inc.php,1423.0,1423.0,0.0,1.0,1.0,0.0,10323.46348593645,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/azerbaijani-utf-8.inc.php,1423.0,1423.0,0.0,1.0,1.0,0.0,10323.46348593645,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bangla-utf-8.inc.php,1426.0,1426.0,0.0,1.0,1.0,0.0,10348.24610710142,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/basque-utf-8.inc.php,1423.0,1423.0,0.0,1.0,1.0,0.0,10323.46348593645,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/belarusian_cyrillic-utf-8.inc.php,1423.0,1423.0,0.0,1.0,1.0,0.0,10323.46348593645,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/belarusian_latin-utf-8.inc.php,1429.0,1429.0,0.0,1.0,1.0,0.0,10323.46348593645,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bosnian-utf-8.inc.php,1423.0,1423.0,0.0,1.0,1.0,0.0,10323.46348593645,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese-utf-8.inc.php,1424.0,1424.0,0.0,1.0,1.0,0.0,10331.72365708186,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-utf-8.inc.php,1423.0,1423.0,0.0,1.0,1.0,0.0,10323.46348593645,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/catalan-utf-8.inc.php,1424.0,1424.0,0.0,1.0,1.0,0.0,10331.72365708186,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_simplified-utf-8.inc.php,1426.0,1426.0,0.0,1.0,1.0,0.0,10348.24610710142,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_traditional-utf-8.inc.php,1424.0,1424.0,0.0,1.0,1.0,0.0,10331.72365708186,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-utf-8.inc.php,1424.0,1424.0,0.0,1.0,1.0,0.0,10331.72365708186,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-utf-8.inc.php,1423.0,1423.0,0.0,1.0,1.0,0.0,10323.46348593645,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/danish-utf-8.inc.php,1426.0,1426.0,0.0,1.0,1.0,0.0,10348.24610710142,0.0,0.0,0.0,0.0,0.0,0.0,no,no
