,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
browse_foreigners.php,145.0,158.0,0.0,23.0,23.0,3.0,2062.332769384732,0.0,0.0,0.0,14.0,7.0,17.0,no,no
calendar.php,8.0,9.0,0.0,1.0,1.0,0.0,37.352817814715735,0.0,0.0,0.0,0.0,0.0,0.0,no,no
changelog.php,37.0,41.0,0.0,1.0,1.0,0.0,37.352817814715735,0.0,0.0,0.0,0.0,0.0,0.0,yes,yes
chk_rel.php,6.0,6.0,0.0,1.0,1.0,0.0,6.591673732008658,0.0,0.0,0.0,1.0,1.0,1.0,no,no
config.sample.inc.php,21.0,21.0,0.0,1.0,1.0,0.0,24.260151319598084,0.0,0.0,0.0,0.0,0.0,0.0,no,no
css/phpmyadmin.css.php,89.0,98.0,0.0,9.0,9.0,2.0,682.428650677757,0.0,0.0,0.0,4.0,4.0,5.0,no,no
db_create.php,17.0,17.0,0.0,3.0,3.0,2.0,169.9424300189354,0.0,0.0,0.0,5.0,4.0,5.0,no,no
db_datadict.php,138.0,149.0,0.0,37.0,37.0,4.0,1781.503153852617,0.0,0.0,0.0,20.0,8.0,28.0,no,no
db_details_export.php,35.0,35.0,0.0,5.0,5.0,2.0,259.54040848872717,0.0,0.0,0.0,1.0,1.0,1.0,no,no
db_details_importdocsql.php,125.0,136.0,1.0,35.0,35.0,7.0,2126.6605083774525,0.0,0.0,1.0,9.0,5.0,25.0,no,no
db_details.php,12.0,12.0,0.0,2.0,2.0,1.0,35.96842909197556,0.0,0.0,0.0,1.0,1.0,1.0,no,no
db_details_qbe.php,489.0,538.0,3.0,112.0,112.0,8.0,9125.50478756107,0.0,0.0,3.0,19.0,8.0,32.0,no,no
db_details_structure.php,292.0,310.0,1.0,51.0,51.0,6.0,4528.463292733344,0.0,0.0,1.0,12.0,6.0,24.0,no,no
db_import.php,7.0,8.0,0.0,1.0,1.0,0.0,9.704060527839234,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_operations.php,203.0,221.0,0.0,44.0,44.0,5.0,2628.2038713113675,0.0,0.0,0.0,21.0,9.0,28.0,yes,yes
db_printview.php,63.0,82.0,0.0,14.0,14.0,4.0,810.0049623091926,0.0,0.0,0.0,6.0,4.0,9.0,no,no
db_search.php,159.0,163.0,1.0,22.0,22.0,5.0,1948.976677756766,0.0,0.0,1.0,14.0,5.0,18.0,no,no
error.php,13.0,15.0,0.0,2.0,2.0,1.0,121.39663716230189,0.0,0.0,0.0,1.0,1.0,2.0,yes,yes
export.php,349.0,351.0,1.0,121.0,121.0,7.0,4759.344323731461,10.0,10.0,0.0,81.0,21.0,46.0,no,no
import.php,253.0,254.0,0.0,67.0,67.0,6.0,2837.763394057896,0.0,0.0,0.0,21.0,8.0,31.0,no,no
index.php,60.0,68.0,0.0,14.0,14.0,2.0,570.0418759445342,0.0,0.0,0.0,4.0,3.0,6.0,no,no
lang/afrikaans-iso-8859-1.inc.php,960.0,960.0,0.0,1.0,1.0,0.0,6584.3895408132175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/afrikaans-utf-8.inc.php,961.0,961.0,0.0,1.0,1.0,0.0,6592.255953083407,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/albanian-iso-8859-1.inc.php,960.0,960.0,0.0,1.0,1.0,0.0,6584.3895408132175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/albanian-utf-8.inc.php,961.0,961.0,0.0,1.0,1.0,0.0,6592.255953083407,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/arabic-utf-8.inc.php,961.0,961.0,0.0,1.0,1.0,0.0,6592.255953083407,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/arabic-windows-1256.inc.php,960.0,960.0,0.0,1.0,1.0,0.0,6584.3895408132175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/azerbaijani-iso-8859-9.inc.php,960.0,960.0,0.0,1.0,1.0,0.0,6584.3895408132175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/azerbaijani-utf-8.inc.php,961.0,961.0,0.0,1.0,1.0,0.0,6592.255953083407,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/basque-iso-8859-1.inc.php,960.0,960.0,0.0,1.0,1.0,0.0,6584.3895408132175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/basque-utf-8.inc.php,961.0,961.0,0.0,1.0,1.0,0.0,6592.255953083407,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/belarusian_cyrillic-utf-8.inc.php,962.0,962.0,0.0,1.0,1.0,0.0,6599.122886367869,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/belarusian_cyrillic-windows-1251.inc.php,961.0,961.0,0.0,1.0,1.0,0.0,6592.255953083407,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/belarusian_latin-utf-8.inc.php,961.0,961.0,0.0,1.0,1.0,0.0,6592.255953083407,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bosnian-utf-8.inc.php,961.0,961.0,0.0,1.0,1.0,0.0,6592.255953083407,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bosnian-windows-1250.inc.php,960.0,960.0,0.0,1.0,1.0,0.0,6584.3895408132175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese-iso-8859-1.inc.php,961.0,961.0,0.0,1.0,1.0,0.0,6592.255953083407,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese-utf-8.inc.php,962.0,962.0,0.0,1.0,1.0,0.0,6600.123407020451,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-koi8-r.inc.php,960.0,960.0,0.0,1.0,1.0,0.0,6584.3895408132175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-utf-8.inc.php,961.0,961.0,0.0,1.0,1.0,0.0,6592.255953083407,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-windows-1251.inc.php,960.0,960.0,0.0,1.0,1.0,0.0,6584.3895408132175,0.0,0.0,0.0,0.0,0.0,0.0,no,no
