,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
admin/admin.php,92.0,99.0,0.0,24.0,24.0,5.0,1096.6335846906902,0.0,0.0,0.0,17.0,4.0,26.0,no,no
admin/auth.php,80.0,107.0,1.0,19.0,19.0,4.0,1018.5504938545354,6.0,6.0,1.0,24.0,10.0,42.0,no,no
admin/config.php,50.0,51.0,1.0,15.0,15.0,5.0,469.4427606513775,6.0,6.0,1.0,24.0,10.0,25.0,no,no
admin/creators.php,87.0,94.0,0.0,22.0,22.0,4.0,1042.2184031784984,0.0,0.0,0.0,16.0,4.0,24.0,no,no
admin/cron.php,33.0,35.0,0.0,15.0,15.0,6.0,489.63471999512126,0.0,0.0,0.0,8.0,2.0,9.0,no,no
admin/delete.php,28.0,33.0,1.0,9.0,9.0,4.0,251.6886062429995,0.0,0.0,1.0,6.0,3.0,6.0,no,no
admin/index.php,215.0,224.0,0.0,55.0,55.0,7.0,3174.000958807431,0.0,0.0,0.0,29.0,6.0,125.0,no,no
admin/lang.php,170.0,182.0,1.0,38.0,38.0,7.0,2809.742042117534,0.0,0.0,1.0,17.0,4.0,45.0,no,no
admin/modules.php,97.0,98.0,0.0,28.0,28.0,6.0,1420.2870775008068,0.0,0.0,0.0,20.0,5.0,52.0,no,no
admin/phpinfo.php,11.0,11.0,0.0,2.0,2.0,1.0,62.285154625350835,0.0,0.0,0.0,8.0,4.0,7.0,no,no
admin/register.php,55.0,93.0,0.0,7.0,7.0,2.0,889.3840959950235,0.0,0.0,0.0,18.0,4.0,37.0,no,no
admin/site.php,61.0,62.0,1.0,17.0,17.0,5.0,581.9101936432002,6.0,6.0,1.0,21.0,10.0,30.0,no,no
admin/teacher.php,108.0,114.0,0.0,31.0,31.0,4.0,1740.954802795105,0.0,0.0,0.0,22.0,4.0,54.0,no,no
admin/user.php,172.0,183.0,0.0,37.0,37.0,5.0,2703.2703355532794,0.0,0.0,0.0,25.0,4.0,74.0,no,no
auth/db/lib.php,42.0,42.0,2.0,8.0,8.0,4.0,419.3540442387669,2.0,1.0,0.0,8.0,5.0,10.0,no,no
auth/email/lib.php,7.0,7.0,1.0,2.0,2.0,1.0,28.563919505370855,1.0,1.0,0.0,1.0,1.0,1.0,no,no
auth/imap/lib.php,23.0,23.0,1.0,3.0,3.0,1.0,142.50909579922396,1.0,1.0,0.0,0.0,0.0,0.0,no,no
auth/ldap/lib.php,177.0,177.0,13.0,31.0,31.0,3.0,1897.551948203994,6.0,3.0,5.0,2.0,2.0,4.0,no,no
auth/manual/lib.php,6.0,6.0,1.0,2.0,2.0,1.0,21.405011639608446,1.0,1.0,0.0,1.0,1.0,1.0,no,no
auth/nntp/lib.php,12.0,12.0,1.0,2.0,2.0,1.0,64.12373393653841,1.0,1.0,0.0,0.0,0.0,0.0,no,no
auth/none/lib.php,6.0,6.0,1.0,2.0,2.0,1.0,24.953298500158027,1.0,1.0,0.0,1.0,1.0,1.0,no,no
auth/pop3/lib.php,18.0,18.0,1.0,3.0,3.0,1.0,95.0060638661493,1.0,1.0,0.0,0.0,0.0,0.0,no,no
backup/backuplib.php,475.0,475.0,28.0,66.0,66.0,4.0,7721.365920039553,24.0,8.0,6.0,17.0,6.0,48.0,no,no
backup/backup.php,46.0,47.0,0.0,10.0,10.0,3.0,616.8368189737442,0.0,0.0,0.0,16.0,5.0,26.0,no,no
backup/backup_version.php,3.0,3.0,0.0,1.0,1.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,no,no
backup/db/backup_mysql.php,21.0,21.0,1.0,6.0,6.0,1.0,120.84735175349208,1.0,1.0,0.0,1.0,1.0,5.0,no,no
backup/lib.php,195.0,195.0,16.0,37.0,37.0,4.0,2181.758435521626,14.0,5.0,6.0,11.0,4.0,26.0,no,no
backup/mod/assignment/backuplib.php,81.0,81.0,6.0,11.0,11.0,3.0,988.6026864744783,2.0,1.0,4.0,8.0,4.0,35.0,no,no
backup/mod/assignment/restorelib.php,26.0,26.0,1.0,5.0,5.0,3.0,293.3294810743853,0.0,0.0,0.0,6.0,3.0,16.0,no,no
backup/mod/choice/backuplib.php,66.0,66.0,5.0,9.0,9.0,3.0,727.072535546131,1.0,1.0,3.0,6.0,3.0,29.0,no,no
backup/mod/choice/restorelib.php,26.0,26.0,1.0,4.0,4.0,3.0,306.56281493611874,0.0,0.0,0.0,5.0,3.0,17.0,no,no
backup/mod/forum/backuplib.php,64.0,64.0,7.0,7.0,7.0,2.0,400.4437011666359,0.0,0.0,5.0,2.0,2.0,10.0,no,no
backup/mod/journal/backuplib.php,28.0,28.0,4.0,4.0,4.0,2.0,152.49237972318795,0.0,0.0,2.0,2.0,2.0,4.0,no,no
backup/mod/pgassignment/backuplib.php,51.0,51.0,6.0,6.0,6.0,2.0,309.2697780948896,0.0,0.0,4.0,2.0,2.0,8.0,no,no
backup/mod/quiz/backuplib.php,50.0,50.0,6.0,6.0,6.0,2.0,311.55615644961506,0.0,0.0,4.0,4.0,3.0,10.0,no,no
backup/mod/resource/backuplib.php,31.0,31.0,3.0,4.0,4.0,2.0,287.6560799323773,0.0,0.0,1.0,6.0,3.0,13.0,no,no
backup/mod/resource/restorelib.php,19.0,19.0,1.0,3.0,3.0,2.0,173.75247186613146,0.0,0.0,0.0,4.0,2.0,11.0,no,no
backup/mod/survey/backuplib.php,80.0,80.0,6.0,11.0,11.0,3.0,894.2474335197229,0.0,0.0,4.0,6.0,3.0,35.0,no,no
backup/restorelib.php,760.0,760.0,26.0,112.0,112.0,9.0,10952.847180162666,0.0,0.0,4.0,15.0,5.0,76.0,no,no
backup/restore.php,47.0,48.0,0.0,9.0,9.0,4.0,604.4876716113916,0.0,0.0,0.0,14.0,5.0,24.0,no,no
config-dist.php,20.0,22.0,0.0,3.0,3.0,2.0,161.35968919934143,0.0,0.0,0.0,0.0,0.0,0.0,no,no
