,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
admin/auth_config.php,88.0,104.0,1.0,20.0,20.0,6.0,1391.7532570184096,0.0,0.0,0.0,87.0,47.0,47.0,no,no
admin/auth.php,56.0,56.0,0.0,12.0,12.0,2.0,529.7865487485566,0.0,0.0,0.0,29.0,20.0,23.0,no,no
admin/block.php,35.0,40.0,0.0,8.0,8.0,2.0,340.1279352637865,0.0,0.0,0.0,35.0,24.0,23.0,no,no
admin/blocks.php,150.0,150.0,0.0,29.0,29.0,4.0,2344.340107651322,0.0,0.0,0.0,74.0,42.0,93.0,no,no
admin/cron.php,297.0,299.0,0.0,86.0,86.0,6.0,4323.288340741776,0.0,0.0,0.0,66.0,35.0,142.0,no,no
admin/dbperformance.php,22.0,23.0,0.0,3.0,3.0,1.0,210.87423766305363,0.0,0.0,0.0,19.0,14.0,14.0,no,no
admin/delete.php,42.0,47.0,1.0,9.0,9.0,4.0,363.28220485615304,0.0,0.0,1.0,23.0,13.0,19.0,no,no
admin/enrol_config.php,34.0,38.0,0.0,5.0,5.0,2.0,337.04767144392747,0.0,0.0,0.0,72.0,38.0,23.0,no,no
admin/enrol.php,62.0,65.0,0.0,13.0,13.0,3.0,756.0505870850609,0.0,0.0,0.0,28.0,18.0,26.0,no,no
admin/environment.php,60.0,61.0,0.0,10.0,10.0,4.0,567.7517436379535,0.0,0.0,0.0,20.0,9.0,36.0,no,no
admin/filter.php,41.0,43.0,0.0,7.0,7.0,3.0,466.7111334480201,0.0,0.0,0.0,30.0,15.0,25.0,no,no
admin/filters.php,55.0,55.0,0.0,14.0,14.0,3.0,574.8060359553183,0.0,0.0,0.0,26.0,19.0,15.0,no,no
admin/handlevirus.php,71.0,71.0,4.0,14.0,14.0,2.0,794.3028450710875,0.0,0.0,4.0,27.0,18.0,31.0,no,no
admin/health.php,402.0,409.0,69.0,35.0,35.0,6.0,2240.905215824472,14.0,2.0,9.0,25.0,16.0,44.0,no,no
admin/index.php,353.0,374.0,0.0,73.0,73.0,8.0,5356.598857580065,0.0,0.0,0.0,99.0,38.0,234.0,no,no
admin/innodb.php,25.0,25.0,0.0,5.0,5.0,3.0,149.65268479313485,0.0,0.0,0.0,38.0,27.0,19.0,no,no
admin/langdoc.php,115.0,125.0,2.0,30.0,30.0,5.0,2172.456464423765,0.0,0.0,2.0,36.0,27.0,37.0,no,no
admin/langimport.php,210.0,228.0,3.0,51.0,51.0,5.0,2255.3325124021676,0.0,0.0,3.0,38.0,23.0,79.0,no,no
