,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsVulnerable
admin/admin.php,88.0,99.0,0.0,28.0,28.0,5.0,1052.197420089997,0.0,0.0,0.0,18.0,4.0,24.0,no
admin/auth.php,70.0,93.0,1.0,18.0,18.0,4.0,859.8123580666411,6.0,6.0,1.0,24.0,10.0,35.0,no
admin/config.php,59.0,60.0,1.0,18.0,18.0,5.0,562.4467505655628,6.0,6.0,1.0,25.0,10.0,28.0,no
admin/cron.php,25.0,27.0,0.0,14.0,14.0,6.0,349.109691937,0.0,0.0,0.0,6.0,2.0,6.0,no
admin/delete.php,28.0,33.0,1.0,9.0,9.0,4.0,251.6886062429995,0.0,0.0,1.0,6.0,3.0,6.0,no
admin/index.php,171.0,177.0,0.0,40.0,40.0,7.0,2398.3985542860314,0.0,0.0,0.0,27.0,6.0,102.0,no
admin/lang.php,158.0,168.0,1.0,38.0,38.0,7.0,2595.506643226149,0.0,0.0,1.0,15.0,4.0,42.0,no
admin/site.php,49.0,49.0,1.0,15.0,15.0,5.0,455.6083261822023,6.0,6.0,1.0,20.0,10.0,26.0,no
admin/user.php,154.0,161.0,0.0,33.0,33.0,5.0,2373.690498903042,0.0,0.0,0.0,26.0,4.0,64.0,no
auth/db/lib.php,42.0,42.0,2.0,8.0,8.0,4.0,419.3540442387669,2.0,1.0,0.0,7.0,3.0,10.0,no
auth/email/lib.php,7.0,7.0,1.0,2.0,2.0,1.0,28.563919505370855,1.0,1.0,0.0,1.0,1.0,1.0,no
auth/imap/lib.php,23.0,23.0,1.0,3.0,3.0,1.0,142.50909579922396,1.0,1.0,0.0,0.0,0.0,0.0,no
auth/ldap/lib.php,102.0,102.0,6.0,23.0,23.0,3.0,954.0083507042305,2.0,1.0,3.0,2.0,2.0,4.0,no
auth/nntp/lib.php,12.0,12.0,1.0,2.0,2.0,1.0,64.12373393653841,1.0,1.0,0.0,0.0,0.0,0.0,no
auth/none/lib.php,6.0,6.0,1.0,2.0,2.0,1.0,24.953298500158027,1.0,1.0,0.0,1.0,1.0,1.0,no
auth/pop3/lib.php,18.0,18.0,1.0,3.0,3.0,1.0,95.0060638661493,1.0,1.0,0.0,0.0,0.0,0.0,no
config-dist.php,13.0,13.0,0.0,1.0,1.0,0.0,81.81077721807301,0.0,0.0,0.0,0.0,0.0,0.0,no
course/categories.php,63.0,66.0,0.0,19.0,19.0,4.0,822.9632570066422,0.0,0.0,0.0,18.0,4.0,35.0,no
course/delete.php,76.0,76.0,0.0,22.0,22.0,7.0,1040.216481350656,0.0,0.0,0.0,19.0,4.0,52.0,no
course/edit.php,92.0,92.0,1.0,22.0,22.0,4.0,1104.0340881537006,6.0,6.0,1.0,27.0,10.0,51.0,no
course/editsection.php,25.0,25.0,0.0,7.0,7.0,2.0,253.2475427733155,0.0,0.0,0.0,13.0,4.0,17.0,no
course/enrol.php,53.0,53.0,0.0,13.0,13.0,4.0,786.3166240910573,0.0,0.0,0.0,19.0,5.0,35.0,no
course/grade.php,60.0,60.0,0.0,12.0,12.0,8.0,964.2834593458921,0.0,0.0,0.0,13.0,5.0,20.0,no
course/grades.php,120.0,125.0,0.0,25.0,25.0,9.0,2173.408070769518,0.0,0.0,0.0,21.0,6.0,47.0,no
course/index.php,31.0,38.0,0.0,8.0,8.0,3.0,279.9051788547171,0.0,0.0,0.0,10.0,5.0,12.0,no
course/lib.php,560.0,610.0,26.0,135.0,135.0,6.0,11848.358375508547,61.0,18.0,7.0,35.0,5.0,160.0,no
course/loggraph.php,86.0,86.0,0.0,18.0,18.0,4.0,1023.8873533338956,0.0,0.0,0.0,13.0,5.0,26.0,no
course/loginas.php,36.0,36.0,0.0,5.0,5.0,1.0,564.3881123607887,0.0,0.0,0.0,16.0,4.0,21.0,no
course/loglive.php,16.0,16.0,0.0,3.0,3.0,1.0,131.8122200363756,0.0,0.0,0.0,8.0,5.0,9.0,no
course/log.php,47.0,50.0,0.0,11.0,11.0,3.0,774.8058520217202,0.0,0.0,0.0,17.0,5.0,33.0,no
course/mod.php,176.0,176.0,0.0,45.0,45.0,5.0,2801.5449453430433,0.0,0.0,0.0,24.0,5.0,95.0,no
course/social.php,32.0,37.0,0.0,5.0,5.0,2.0,454.6982699657982,0.0,0.0,0.0,14.0,4.0,24.0,no
course/teacher.php,94.0,106.0,0.0,32.0,32.0,5.0,1532.0001280516988,0.0,0.0,0.0,21.0,4.0,43.0,no
course/teachers.php,48.0,51.0,0.0,13.0,13.0,3.0,774.5696496466921,0.0,0.0,0.0,18.0,4.0,27.0,no
course/topics.php,101.0,126.0,0.0,25.0,25.0,3.0,1829.8177072096285,0.0,0.0,0.0,22.0,6.0,47.0,no
course/unenrol.php,29.0,29.0,0.0,8.0,8.0,2.0,498.306671944903,0.0,0.0,0.0,15.0,4.0,22.0,no
course/user.php,100.0,124.0,1.0,21.0,21.0,8.0,1917.7768237837236,0.0,0.0,1.0,21.0,5.0,37.0,no
course/view.php,54.0,54.0,0.0,16.0,16.0,4.0,514.6497902128835,0.0,0.0,0.0,16.0,5.0,24.0,no
course/weeks.php,103.0,128.0,0.0,22.0,22.0,3.0,1886.0758378291005,0.0,0.0,0.0,19.0,5.0,44.0,no
doc/contents.php,7.0,9.0,0.0,2.0,2.0,1.0,58.99383522161534,0.0,0.0,0.0,2.0,2.0,2.0,no
doc/index.php,22.0,23.0,0.0,6.0,6.0,2.0,130.31166994526973,0.0,0.0,0.0,3.0,1.0,6.0,no
doc/top.php,11.0,12.0,0.0,3.0,3.0,1.0,143.01242236565756,0.0,0.0,0.0,9.0,4.0,8.0,no
doc/view.php,17.0,20.0,0.0,4.0,4.0,2.0,197.8939584520225,0.0,0.0,0.0,10.0,4.0,12.0,no
error/index.php,15.0,16.0,0.0,3.0,3.0,2.0,186.60345256981142,0.0,0.0,0.0,9.0,4.0,8.0,no
file.php,30.0,30.0,0.0,6.0,6.0,1.0,296.21428406775755,0.0,0.0,0.0,6.0,5.0,7.0,no
files/index.php,392.0,500.0,8.0,66.0,66.0,5.0,6594.365193172536,0.0,0.0,8.0,28.0,5.0,70.0,no
files/mimetypes.php,29.0,29.0,1.0,3.0,3.0,1.0,33.27106466687737,6.0,6.0,0.0,0.0,0.0,0.0,no
help.php,24.0,27.0,0.0,7.0,7.0,3.0,257.6329755256432,0.0,0.0,0.0,7.0,3.0,8.0,no
index.php,67.0,74.0,0.0,18.0,18.0,3.0,907.3465050797456,0.0,0.0,0.0,25.0,6.0,41.0,no
lang/ar/assignment.php,35.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ar/auth.php,49.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ar/choice.php,12.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ar/forum.php,99.0,99.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ar/journal.php,22.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ar/moodle.php,440.0,440.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ar/quiz.php,99.0,100.0,0.0,1.0,1.0,0.0,67.23527651431469,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ar/resource.php,23.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ar/survey.php,168.0,168.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ca/assignment.php,35.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ca/choice.php,12.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ca/forum.php,98.0,98.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ca/journal.php,22.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ca/moodle.php,433.0,433.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ca/quiz.php,97.0,97.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ca/reading.php,22.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ca/resource.php,23.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/ca/survey.php,40.0,40.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/de/assignment.php,37.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/de/auth.php,52.0,52.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/de/choice.php,16.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/de/forum.php,100.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/de/journal.php,22.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/de/moodle.php,455.0,455.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/de/quiz.php,103.0,103.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/de/resource.php,25.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/de/survey.php,165.0,165.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en/assignment.php,37.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en/auth.php,52.0,52.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en/choice.php,16.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en/docs/files.php,13.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en/forum.php,100.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en/journal.php,24.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en/moodle.php,460.0,460.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en/quiz.php,103.0,103.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en/resource.php,24.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en/survey.php,169.0,169.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en_us/assignment.php,37.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en_us/auth.php,49.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en_us/choice.php,12.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en_us/forum.php,98.0,98.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en_us/journal.php,22.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en_us/moodle.php,453.0,453.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en_us/quiz.php,98.0,98.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en_us/resource.php,24.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/en_us/survey.php,169.0,169.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/es_es/assignment.php,35.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/es_es/auth.php,49.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/es_es/choice.php,12.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/es_es/forum.php,100.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/es_es/journal.php,22.0,22.0,0.0,1.0,1.0,0.0,26.366694928034633,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/es_es/moodle.php,442.0,442.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/es_es/quiz.php,97.0,97.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/es_es/resource.php,23.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/es_es/survey.php,165.0,165.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
lang/es_mx/assignment.php,34.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
