,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsVulnerable
admin/auth_config.php,90.0,107.0,1.0,20.0,20.0,5.0,1473.4690635998463,0.0,0.0,0.0,106.0,69.0,50.0,no
admin/auth.php,58.0,58.0,0.0,12.0,12.0,2.0,490.1915128049686,0.0,0.0,0.0,36.0,29.0,23.0,no
admin/block.php,38.0,43.0,0.0,8.0,8.0,2.0,419.66608858639637,0.0,0.0,0.0,69.0,54.0,26.0,no
admin/blocks.php,133.0,133.0,0.0,27.0,27.0,4.0,2315.1557514491087,0.0,0.0,0.0,102.0,71.0,86.0,no
admin/bloglevelupgrade.php,96.0,96.0,1.0,13.0,13.0,5.0,1356.8454319513303,0.0,0.0,1.0,94.0,66.0,42.0,no
admin/cli/automated_backups.php,36.0,38.0,0.0,7.0,7.0,1.0,303.31710466211484,0.0,0.0,0.0,15.0,11.0,16.0,no
admin/cli/cron.php,16.0,16.0,0.0,3.0,3.0,1.0,84.99640032168648,0.0,0.0,0.0,7.0,6.0,7.0,no
admin/cli/install_database.php,65.0,65.0,0.0,15.0,15.0,5.0,524.2110827273716,0.0,0.0,0.0,26.0,19.0,28.0,no
admin/cli/install.php,368.0,371.0,0.0,84.0,84.0,5.0,4455.1080558100175,0.0,0.0,0.0,73.0,57.0,203.0,no
admin/cli/maintenance.php,26.0,26.0,0.0,6.0,6.0,2.0,169.31668766017407,0.0,0.0,0.0,10.0,7.0,14.0,no
admin/cli/mysql_engine.php,53.0,55.0,0.0,10.0,10.0,4.0,590.5517996887722,0.0,0.0,0.0,75.0,57.0,16.0,no
admin/cli/reset_password.php,27.0,28.0,0.0,5.0,5.0,1.0,220.27997637238826,0.0,0.0,0.0,14.0,7.0,15.0,no
admin/cli/upgrade.php,71.0,71.0,0.0,14.0,14.0,3.0,726.819298887809,0.0,0.0,0.0,37.0,28.0,43.0,no
admin/cron.php,21.0,23.0,0.0,6.0,6.0,2.0,118.7363750712135,0.0,0.0,0.0,8.0,6.0,10.0,no
admin/dbperformance.php,20.0,20.0,0.0,2.0,2.0,1.0,163.25747431978346,0.0,0.0,0.0,55.0,44.0,16.0,no
admin/dbtransfer/database_export_form.php,12.0,12.0,1.0,2.0,2.0,1.0,52.78114659230517,9.0,9.0,0.0,9.0,9.0,6.0,no
admin/dbtransfer/database_transfer_form.php,36.0,36.0,1.0,4.0,4.0,2.0,222.10243191590584,9.0,9.0,0.0,21.0,18.0,28.0,no
admin/dbtransfer/dbexport.php,13.0,13.0,0.0,2.0,2.0,1.0,60.99695188927519,0.0,0.0,0.0,73.0,69.0,7.0,no
admin/dbtransfer/index.php,28.0,29.0,0.0,4.0,4.0,2.0,366.3561646129646,0.0,0.0,0.0,109.0,92.0,21.0,no
admin/dbtransfer/lib.php,22.0,22.0,2.0,2.0,2.0,1.0,114.83312018749118,2.0,2.0,0.0,7.0,6.0,11.0,no
admin/delete.php,46.0,51.0,1.0,9.0,9.0,4.0,480.0289253525785,0.0,0.0,1.0,28.0,17.0,25.0,no
admin/editors.php,52.0,52.0,0.0,13.0,13.0,3.0,450.6180824739465,0.0,0.0,0.0,29.0,26.0,13.0,no
admin/enrol.php,70.0,70.0,0.0,9.0,9.0,2.0,659.8577010030984,0.0,0.0,0.0,48.0,32.0,31.0,no
admin/environment.php,60.0,62.0,0.0,10.0,10.0,4.0,619.365538514131,0.0,0.0,0.0,28.0,15.0,37.0,no
admin/filters.php,159.0,159.0,2.0,29.0,29.0,3.0,1980.8498536919647,0.0,0.0,2.0,62.0,42.0,74.0,no
admin/generator.php,939.0,939.0,30.0,131.0,131.0,6.0,13163.45769055079,2294.0,933.0,22.0,1367.0,1171.0,190.0,no
admin/handlevirus.php,99.0,99.0,4.0,14.0,14.0,2.0,1083.3662867225867,0.0,0.0,4.0,38.0,30.0,34.0,no
admin/health.php,504.0,511.0,83.0,31.0,31.0,5.0,3173.2529604243123,64.0,4.0,8.0,70.0,41.0,55.0,no
admin/index.php,263.0,265.0,0.0,50.0,50.0,5.0,3816.1346781033317,0.0,0.0,0.0,113.0,56.0,199.0,no
admin/innodb.php,27.0,27.0,0.0,5.0,5.0,3.0,259.98608971038414,0.0,0.0,0.0,51.0,22.0,25.0,no
admin/langimport.php,229.0,229.0,2.0,53.0,53.0,6.0,2672.8580933122103,0.0,0.0,2.0,50.0,25.0,121.0,no
admin/licenses.php,23.0,23.0,0.0,4.0,4.0,1.0,111.88868120832473,0.0,0.0,0.0,11.0,8.0,10.0,no
admin/localplugins.php,54.0,54.0,0.0,8.0,8.0,3.0,640.1014824101912,0.0,0.0,0.0,73.0,52.0,46.0,no
admin/mailout-debugger.php,23.0,23.0,1.0,5.0,5.0,1.0,205.40504562917494,0.0,0.0,1.0,7.0,7.0,8.0,no
admin/mnet/access_control.php,128.0,135.0,0.0,35.0,35.0,7.0,2008.3132042458478,0.0,0.0,0.0,73.0,46.0,89.0,no
admin/mnet/delete.php,26.0,26.0,0.0,4.0,4.0,2.0,269.2882001503173,0.0,0.0,0.0,65.0,52.0,25.0,no
admin/mnet/index.php,60.0,62.0,0.0,12.0,12.0,4.0,719.0024379158551,0.0,0.0,0.0,32.0,20.0,49.0,no
admin/mnet/peer_forms.php,90.0,90.0,4.0,15.0,15.0,4.0,1032.3843438179942,148.0,73.0,0.0,48.0,38.0,61.0,no
admin/mnet/peers.php,156.0,156.0,0.0,24.0,24.0,3.0,1993.7320632754243,0.0,0.0,0.0,147.0,113.0,95.0,no
admin/mnet/profilefields_form.php,21.0,21.0,1.0,2.0,2.0,1.0,160.73420757463242,9.0,9.0,0.0,12.0,12.0,17.0,no
admin/mnet/profilefields.php,47.0,47.0,0.0,9.0,9.0,2.0,578.6126984450885,0.0,0.0,0.0,119.0,88.0,29.0,no
admin/mnet/services_form.php,34.0,34.0,1.0,6.0,6.0,2.0,343.3987204485146,9.0,9.0,0.0,42.0,42.0,17.0,no
admin/mnet/services.php,47.0,47.0,0.0,9.0,9.0,5.0,629.151310081498,0.0,0.0,0.0,130.0,98.0,24.0,no
admin/mnet/tabs.php,20.0,20.0,0.0,4.0,4.0,2.0,209.75155280296443,0.0,0.0,0.0,3.0,3.0,6.0,no
admin/mnet/testclient.php,135.0,135.0,0.0,15.0,15.0,3.0,1453.3079100206069,0.0,0.0,0.0,70.0,46.0,70.0,no
admin/mnet/trustedhosts.php,42.0,42.0,0.0,14.0,14.0,4.0,449.05931726531537,0.0,0.0,0.0,25.0,18.0,22.0,no
admin/modules.php,116.0,116.0,0.0,19.0,19.0,3.0,1677.8679753473361,0.0,0.0,0.0,127.0,101.0,70.0,no
admin/multilangupgrade.php,65.0,68.0,1.0,17.0,17.0,6.0,766.1235865903423,0.0,0.0,0.0,142.0,106.0,26.0,no
admin/oacleanup.php,64.0,67.0,1.0,25.0,25.0,7.0,857.631570011319,0.0,0.0,1.0,34.0,19.0,17.0,no
admin/phpinfo.php,16.0,18.0,0.0,1.0,1.0,0.0,105.35837144511169,0.0,0.0,0.0,5.0,3.0,3.0,no
admin/portfolio.php,150.0,150.0,1.0,32.0,32.0,7.0,1910.6598939722815,0.0,0.0,1.0,229.0,153.0,77.0,no
admin/process_email.php,45.0,45.0,0.0,10.0,10.0,3.0,495.41002972326504,0.0,0.0,0.0,15.0,13.0,16.0,no
admin/purgecaches.php,21.0,21.0,0.0,4.0,4.0,3.0,194.0812105567847,0.0,0.0,0.0,19.0,10.0,17.0,no
admin/qtypes.php,175.0,175.0,3.0,38.0,38.0,3.0,2561.125781236948,0.0,0.0,3.0,107.0,72.0,109.0,no
admin/registration/confirmregistration.php,37.0,37.0,0.0,4.0,4.0,2.0,409.4656194066469,0.0,0.0,0.0,22.0,14.0,21.0,no
admin/registration/forms.php,312.0,312.0,5.0,18.0,18.0,2.0,3625.128146069523,100.0,72.0,1.0,149.0,125.0,256.0,yes
admin/registration/hubselector.php,25.0,25.0,0.0,5.0,5.0,2.0,253.89795777236364,0.0,0.0,0.0,79.0,71.0,16.0,no
admin/registration/index.php,91.0,91.0,0.0,23.0,23.0,5.0,1005.517138086342,0.0,0.0,0.0,71.0,61.0,41.0,no
admin/registration/lib.php,149.0,149.0,10.0,19.0,19.0,4.0,1367.6371778221778,29.0,18.0,2.0,58.0,30.0,54.0,no
admin/registration/register.php,79.0,79.0,0.0,11.0,11.0,3.0,1233.6407398064464,0.0,0.0,0.0,97.0,84.0,49.0,no
admin/registration/renderer.php,65.0,65.0,3.0,3.0,3.0,2.0,590.3335828912487,3.0,2.0,0.0,16.0,13.0,31.0,no
admin/registration/renewregistration.php,27.0,27.0,0.0,3.0,3.0,2.0,270.20645267319543,0.0,0.0,0.0,20.0,13.0,16.0,no
admin/replace.php,30.0,38.0,0.0,3.0,3.0,1.0,339.6421184743732,0.0,0.0,0.0,25.0,16.0,25.0,no
admin/report/backups/index.php,72.0,86.0,0.0,13.0,13.0,7.0,1023.586140555525,0.0,0.0,0.0,32.0,20.0,46.0,no
admin/report/backups/settings.php,3.0,3.0,0.0,1.0,1.0,0.0,32.23619130191664,0.0,0.0,0.0,25.0,25.0,2.0,no
admin/report/capability/index.php,105.0,115.0,1.0,26.0,26.0,3.0,1601.3551248134816,1.0,1.0,1.0,64.0,46.0,57.0,no
admin/report/capability/lang/en/report_capability.php,12.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/capability/settings.php,3.0,3.0,0.0,1.0,1.0,0.0,32.23619130191664,0.0,0.0,0.0,25.0,25.0,2.0,no
admin/report/configlog/index.php,72.0,72.0,0.0,10.0,10.0,3.0,938.4826622139192,0.0,0.0,0.0,74.0,63.0,29.0,no
admin/report/configlog/lang/en/report_configlog.php,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/configlog/settings.php,3.0,3.0,0.0,1.0,1.0,0.0,32.23619130191664,0.0,0.0,0.0,25.0,25.0,2.0,no
admin/report/courseoverview/db/access.php,14.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/courseoverview/index.php,79.0,83.0,0.0,16.0,16.0,4.0,1219.8784714730857,0.0,0.0,0.0,48.0,32.0,44.0,no
admin/report/courseoverview/lang/en/report_courseoverview.php,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/courseoverview/reportsgraph.php,44.0,44.0,0.0,5.0,5.0,1.0,403.5062239156539,0.0,0.0,0.0,28.0,23.0,14.0,no
admin/report/courseoverview/settings.php,3.0,3.0,0.0,1.0,1.0,0.0,32.23619130191664,0.0,0.0,0.0,25.0,25.0,2.0,no
admin/report/courseoverview/version.php,3.0,3.0,0.0,1.0,1.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/customlang/db/access.php,20.0,20.0,0.0,1.0,1.0,0.0,8.047189562170502,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/customlang/db/upgrade.php,25.0,25.0,1.0,6.0,6.0,2.0,121.39561383163891,0.0,0.0,0.0,14.0,6.0,11.0,no
admin/report/customlang/edit.php,69.0,69.0,0.0,13.0,13.0,3.0,894.823916901859,0.0,0.0,0.0,160.0,111.0,44.0,no
admin/report/customlang/filter_form.php,32.0,32.0,1.0,3.0,3.0,2.0,243.89192808432034,9.0,9.0,0.0,32.0,29.0,26.0,no
admin/report/customlang/index.php,80.0,80.0,0.0,11.0,11.0,3.0,820.2094881303767,0.0,0.0,0.0,61.0,40.0,66.0,no
admin/report/customlang/lang/en/report_customlang.php,34.0,34.0,0.0,1.0,1.0,0.0,47.13400827807628,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/customlang/lib.php,2.0,2.0,0.0,1.0,1.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/customlang/locallib.php,259.0,259.0,14.0,52.0,52.0,4.0,3374.758243617132,1693.0,569.0,5.0,87.0,31.0,59.0,no
admin/report/customlang/renderer.php,80.0,80.0,2.0,12.0,12.0,2.0,919.7759092589203,0.0,0.0,0.0,27.0,18.0,41.0,no
admin/report/customlang/settings.php,3.0,3.0,0.0,1.0,1.0,0.0,32.23619130191664,0.0,0.0,0.0,25.0,25.0,2.0,no
admin/report/customlang/version.php,4.0,4.0,0.0,1.0,1.0,0.0,12.542316284596385,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/log/settings.php,4.0,4.0,0.0,1.0,1.0,0.0,41.74726696938817,0.0,0.0,0.0,25.0,25.0,4.0,no
admin/report/profiling/index.php,104.0,104.0,0.0,11.0,11.0,4.0,1192.7477246392527,0.0,0.0,0.0,89.0,60.0,63.0,no
admin/report/profiling/lang/en/report_profiling.php,21.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/profiling/settings.php,4.0,4.0,0.0,2.0,2.0,1.0,60.99695188927519,0.0,0.0,0.0,25.0,25.0,2.0,no
admin/report/questioninstances/db/access.php,11.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/questioninstances/index.php,74.0,78.0,0.0,7.0,7.0,3.0,702.0611921953123,0.0,0.0,0.0,55.0,46.0,33.0,no
admin/report/questioninstances/lang/en/report_questioninstances.php,13.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/questioninstances/settings.php,3.0,3.0,0.0,1.0,1.0,0.0,32.23619130191664,0.0,0.0,0.0,25.0,25.0,2.0,no
admin/report/questioninstances/version.php,3.0,3.0,0.0,1.0,1.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/security/db/access.php,11.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/security/index.php,67.0,67.0,0.0,5.0,5.0,3.0,767.4237289932732,0.0,0.0,0.0,21.0,12.0,27.0,no
admin/report/security/lang/en/report_security.php,115.0,115.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/security/lib.php,494.0,494.0,22.0,58.0,58.0,4.0,6176.510948944075,3.0,1.0,0.0,77.0,46.0,143.0,no
admin/report/security/settings.php,3.0,3.0,0.0,1.0,1.0,0.0,32.23619130191664,0.0,0.0,0.0,25.0,25.0,2.0,no
admin/report/security/version.php,3.0,3.0,0.0,1.0,1.0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/spamcleaner/index.php,156.0,160.0,4.0,30.0,30.0,5.0,2062.906231895045,0.0,0.0,4.0,44.0,23.0,52.0,no
admin/report/spamcleaner/lang/en/report_spamcleaner.php,16.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
admin/report/spamcleaner/settings.php,3.0,3.0,0.0,1.0,1.0,0.0,32.23619130191664,0.0,0.0,0.0,25.0,25.0,2.0,no
admin/report/stats/settings.php,3.0,3.0,0.0,1.0,1.0,0.0,21.972245773362197,0.0,0.0,0.0,25.0,25.0,2.0,no
admin/report/unsuproles/index.php,60.0,60.0,0.0,8.0,8.0,4.0,763.7017805244136,0.0,0.0,0.0,93.0,67.0,44.0,no
