,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsVulnerable
admin/auth.php,152.0,208.0,1.0,36.0,36.0,5.0,2416.8022835307324,0.0,0.0,0.0,36.0,17.0,79.0,no
admin/block.php,37.0,42.0,0.0,8.0,8.0,2.0,386.6927810453986,0.0,0.0,0.0,50.0,34.0,25.0,no
admin/blocks.php,144.0,144.0,0.0,32.0,32.0,6.0,2136.39002696108,0.0,0.0,0.0,66.0,35.0,92.0,no
admin/config.php,94.0,100.0,1.0,28.0,28.0,5.0,1100.0062684327281,7.0,7.0,1.0,46.0,34.0,33.0,no
admin/configvars.php,375.0,375.0,3.0,16.0,16.0,2.0,5110.454279336532,2.0,1.0,0.0,15.0,6.0,271.0,no
admin/cron.php,185.0,187.0,0.0,65.0,65.0,6.0,2898.3831187831865,0.0,0.0,0.0,48.0,23.0,88.0,no
admin/dbperformance.php,20.0,21.0,0.0,3.0,3.0,1.0,217.67663242637795,0.0,0.0,0.0,20.0,16.0,13.0,no
admin/delete.php,43.0,48.0,1.0,9.0,9.0,4.0,388.2795739565726,0.0,0.0,1.0,23.0,11.0,20.0,no
admin/enrol_config.php,37.0,41.0,0.0,5.0,5.0,2.0,370.0292922100535,0.0,0.0,0.0,42.0,20.0,26.0,no
admin/enrol.php,62.0,63.0,0.0,13.0,13.0,3.0,766.5770394542753,0.0,0.0,0.0,27.0,14.0,27.0,no
admin/environment.php,61.0,63.0,0.0,10.0,10.0,4.0,575.6923274650577,0.0,0.0,0.0,20.0,7.0,37.0,no
admin/filter.php,46.0,48.0,0.0,8.0,8.0,4.0,547.4478299399804,0.0,0.0,0.0,31.0,13.0,26.0,no
admin/filters.php,171.0,171.0,0.0,36.0,36.0,7.0,2790.357442179436,0.0,0.0,0.0,42.0,26.0,78.0,no
admin/handlevirus.php,71.0,71.0,4.0,14.0,14.0,2.0,782.8871892298982,0.0,0.0,4.0,23.0,14.0,29.0,no
admin/health.php,403.0,410.0,69.0,35.0,35.0,6.0,2274.4596542556674,13.0,1.0,9.0,22.0,12.0,36.0,no
admin/index.php,302.0,311.0,0.0,66.0,66.0,7.0,4424.793458591307,0.0,0.0,0.0,83.0,34.0,172.0,no
admin/innodb.php,26.0,26.0,0.0,5.0,5.0,3.0,173.28679513998634,0.0,0.0,0.0,41.0,28.0,20.0,no
admin/langdoc.php,115.0,125.0,2.0,30.0,30.0,5.0,2157.8077810366935,0.0,0.0,2.0,33.0,22.0,34.0,no
admin/langimport.php,210.0,234.0,3.0,49.0,49.0,5.0,2340.538139055966,0.0,0.0,3.0,37.0,19.0,82.0,no
admin/lang.php,358.0,376.0,5.0,72.0,72.0,7.0,5668.969151616185,0.0,0.0,5.0,34.0,14.0,75.0,no
admin/maintenance.php,30.0,42.0,0.0,7.0,7.0,3.0,310.5389404874033,0.0,0.0,0.0,26.0,14.0,21.0,no
admin/module.php,33.0,34.0,0.0,6.0,6.0,3.0,376.2657043196215,0.0,0.0,0.0,26.0,11.0,19.0,no
admin/modules.php,106.0,107.0,0.0,28.0,28.0,6.0,1639.3898654925379,0.0,0.0,0.0,31.0,15.0,60.0,no
admin/oacleanup.php,68.0,71.0,1.0,25.0,25.0,7.0,881.5520202709978,2.0,2.0,1.0,15.0,5.0,20.0,no
admin/pagelib.php,79.0,79.0,12.0,9.0,9.0,3.0,613.121977340568,230.0,184.0,5.0,35.0,12.0,16.0,no
admin/phpinfo.php,16.0,18.0,0.0,1.0,1.0,0.0,98.8591650272817,0.0,0.0,0.0,7.0,3.0,7.0,no
admin/process_email.php,45.0,45.0,0.0,10.0,10.0,3.0,481.17882966766194,0.0,0.0,0.0,9.0,8.0,13.0,no
admin/register.php,88.0,143.0,0.0,6.0,6.0,1.0,1408.3282819541325,0.0,0.0,0.0,39.0,21.0,63.0,no
admin/replace.php,39.0,46.0,0.0,9.0,9.0,4.0,400.4153505778461,0.0,0.0,0.0,54.0,41.0,24.0,no
admin/report/courseoverview/index.php,73.0,74.0,0.0,15.0,15.0,4.0,1177.1712693223485,0.0,0.0,0.0,32.0,15.0,39.0,no
admin/report/courseoverview/reportsgraph.php,36.0,36.0,0.0,5.0,5.0,1.0,418.73287387473516,0.0,0.0,0.0,19.0,14.0,13.0,no
admin/report/log/index.php,14.0,17.0,0.0,1.0,1.0,0.0,112.72449855795041,0.0,0.0,0.0,10.0,6.0,12.0,no
admin/report/stats/index.php,34.0,34.0,0.0,8.0,8.0,2.0,361.09179126442245,0.0,0.0,0.0,24.0,17.0,22.0,no
admin/roles/allowassign.php,48.0,51.0,1.0,12.0,12.0,5.0,549.8549724254989,1.0,1.0,1.0,19.0,9.0,21.0,no
admin/roles/allowoverride.php,48.0,51.0,1.0,12.0,12.0,5.0,549.8549724254989,1.0,1.0,1.0,19.0,9.0,21.0,no
admin/roles/assign.php,167.0,169.0,0.0,44.0,44.0,7.0,2594.242542378672,0.0,0.0,0.0,70.0,28.0,92.0,no
admin/roles/manage.php,261.0,269.0,1.0,58.0,58.0,5.0,3502.7229335298052,0.0,0.0,1.0,61.0,21.0,120.0,no
admin/roles/managetabs.php,6.0,6.0,0.0,1.0,1.0,0.0,70.31118647475903,0.0,0.0,0.0,3.0,3.0,4.0,no
admin/roles/override.php,124.0,126.0,0.0,29.0,29.0,5.0,1940.3264429406815,0.0,0.0,0.0,57.0,21.0,64.0,no
admin/roles/tabs.php,107.0,107.0,0.0,23.0,23.0,7.0,1527.1905217088436,0.0,0.0,0.0,25.0,19.0,43.0,no
admin/search.php,78.0,83.0,2.0,21.0,21.0,4.0,1023.8873533338956,0.0,0.0,2.0,35.0,18.0,29.0,no
admin/settings/appearance.php,104.0,104.0,0.0,2.0,2.0,1.0,549.1180174708269,0.0,0.0,0.0,6.0,6.0,146.0,no
admin/settings/courses.php,37.0,37.0,0.0,1.0,1.0,0.0,211.0147840062566,0.0,0.0,0.0,7.0,7.0,51.0,no
admin/settings/language.php,10.0,10.0,0.0,1.0,1.0,0.0,112.82666955670825,0.0,0.0,0.0,8.0,6.0,23.0,no
admin/settings/location.php,18.0,18.0,0.0,3.0,3.0,2.0,154.35886146282598,0.0,0.0,0.0,9.0,6.0,23.0,no
admin/settings/misc.php,9.0,9.0,0.0,1.0,1.0,0.0,106.05151862567162,0.0,0.0,0.0,6.0,6.0,13.0,no
admin/settings.php,74.0,81.0,0.0,17.0,17.0,4.0,878.1120546705109,0.0,0.0,0.0,53.0,24.0,45.0,no
admin/settings/security.php,67.0,67.0,0.0,4.0,4.0,1.0,469.752204671516,0.0,0.0,0.0,7.0,7.0,113.0,no
admin/settings/server.php,145.0,145.0,0.0,3.0,3.0,1.0,1129.5178243953899,0.0,0.0,0.0,9.0,7.0,194.0,no
admin/settings/top.php,22.0,22.0,0.0,3.0,3.0,2.0,328.3135177550767,0.0,0.0,0.0,7.0,6.0,37.0,no
admin/settings/unsupported.php,5.0,5.0,0.0,1.0,1.0,0.0,71.99867551504659,0.0,0.0,0.0,6.0,6.0,5.0,no
admin/settings/users.php,39.0,39.0,0.0,3.0,3.0,1.0,423.1886188435558,0.0,0.0,0.0,10.0,7.0,49.0,no
admin/stickyblocks.php,46.0,54.0,0.0,4.0,4.0,1.0,475.3372245381514,0.0,0.0,0.0,30.0,15.0,27.0,no
admin/timezoneimport.php,68.0,69.0,0.0,16.0,16.0,4.0,761.8959528937764,0.0,0.0,0.0,27.0,15.0,31.0,no
admin/timezone.php,23.0,27.0,0.0,2.0,2.0,1.0,239.13577729318112,0.0,0.0,0.0,22.0,14.0,16.0,no
admin/upgradeforumread.php,61.0,61.0,0.0,14.0,14.0,6.0,709.9265757566652,0.0,0.0,0.0,40.0,21.0,33.0,no
admin/upgradelogs.php,84.0,84.0,0.0,13.0,13.0,5.0,1232.0962499114232,0.0,0.0,0.0,39.0,19.0,38.0,no
admin/upgradesettings.php,71.0,75.0,2.0,19.0,19.0,4.0,702.7416686987256,0.0,0.0,2.0,30.0,17.0,28.0,no
admin/uploaduser.php,273.0,283.0,1.0,53.0,53.0,8.0,3873.3400340211215,2.0,2.0,1.0,48.0,24.0,112.0,no
admin/user.php,233.0,241.0,0.0,58.0,58.0,6.0,3954.749991965806,0.0,0.0,0.0,47.0,15.0,120.0,no
admin/utfdbmigrate.php,595.0,614.0,14.0,158.0,158.0,11.0,9462.806962307166,136.0,29.0,12.0,163.0,77.0,162.0,no
admin/xmldb/actions/create_xml_file/create_xml_file.class.php,41.0,41.0,2.0,3.0,3.0,1.0,353.5050620855721,124.0,69.0,2.0,156.0,96.0,14.0,no
admin/xmldb/actions/delete_field/delete_field.class.php,64.0,64.0,2.0,9.0,9.0,5.0,682.1544257717984,124.0,69.0,2.0,185.0,108.0,34.0,no
admin/xmldb/actions/delete_index/delete_index.class.php,64.0,64.0,2.0,9.0,9.0,5.0,682.1544257717984,124.0,69.0,2.0,178.0,104.0,34.0,no
admin/xmldb/actions/delete_key/delete_key.class.php,64.0,64.0,2.0,9.0,9.0,5.0,682.1544257717984,124.0,69.0,2.0,178.0,104.0,34.0,no
admin/xmldb/actions/delete_sentence/delete_sentence.class.php,58.0,58.0,2.0,7.0,7.0,5.0,559.4192897762249,124.0,69.0,2.0,169.0,103.0,23.0,no
admin/xmldb/actions/delete_statement/delete_statement.class.php,48.0,48.0,2.0,6.0,6.0,4.0,380.42224257936726,124.0,69.0,2.0,156.0,96.0,12.0,no
admin/xmldb/actions/delete_table/delete_table.class.php,48.0,48.0,2.0,6.0,6.0,4.0,380.42224257936726,124.0,69.0,2.0,156.0,96.0,12.0,no
admin/xmldb/actions/delete_xml_file/delete_xml_file.class.php,45.0,45.0,2.0,6.0,6.0,4.0,292.95473720882325,124.0,69.0,2.0,154.0,94.0,9.0,no
admin/xmldb/actions/edit_field/edit_field.class.php,103.0,103.0,2.0,12.0,12.0,1.0,1337.0922529663271,124.0,69.0,2.0,203.0,126.0,57.0,no
admin/xmldb/actions/edit_field_save/edit_field_save.class.php,207.0,207.0,2.0,47.0,47.0,4.0,2750.490566943096,124.0,69.0,2.0,253.0,142.0,87.0,no
admin/xmldb/actions/edit_index/edit_index.class.php,73.0,73.0,2.0,9.0,9.0,1.0,857.137987933903,124.0,69.0,2.0,184.0,117.0,29.0,no
admin/xmldb/actions/edit_index_save/edit_index_save.class.php,111.0,111.0,2.0,23.0,23.0,4.0,1267.5515213312349,124.0,69.0,2.0,252.0,145.0,67.0,no
admin/xmldb/actions/edit_key/edit_key.class.php,79.0,79.0,2.0,9.0,9.0,1.0,961.3451552219901,124.0,69.0,2.0,193.0,122.0,36.0,no
admin/xmldb/actions/edit_key_save/edit_key_save.class.php,161.0,161.0,2.0,41.0,41.0,9.0,1880.978314152256,124.0,69.0,2.0,266.0,149.0,86.0,no
admin/xmldb/actions/edit_sentence/edit_sentence.class.php,67.0,67.0,2.0,8.0,8.0,1.0,663.0387495632044,124.0,69.0,2.0,174.0,107.0,22.0,no
admin/xmldb/actions/edit_sentence_save/edit_sentence_save.class.php,68.0,68.0,2.0,11.0,11.0,2.0,724.6989875133117,124.0,69.0,2.0,187.0,121.0,34.0,no
admin/xmldb/actions/edit_statement/edit_statement.class.php,87.0,87.0,2.0,11.0,11.0,3.0,1246.5560042377506,124.0,69.0,2.0,189.0,120.0,32.0,no
admin/xmldb/actions/edit_statement_save/edit_statement_save.class.php,39.0,39.0,2.0,5.0,5.0,2.0,311.40273992101993,124.0,69.0,2.0,174.0,110.0,28.0,no
admin/xmldb/actions/edit_table/edit_table.class.php,167.0,167.0,2.0,26.0,26.0,3.0,3460.468334936153,124.0,69.0,2.0,206.0,127.0,91.0,no
admin/xmldb/actions/edit_table_save/edit_table_save.class.php,60.0,60.0,2.0,10.0,10.0,2.0,596.8851225503236,124.0,69.0,2.0,203.0,130.0,36.0,no
admin/xmldb/actions/edit_xml_file/edit_xml_file.class.php,134.0,134.0,2.0,20.0,20.0,5.0,2209.217525865667,124.0,69.0,2.0,201.0,129.0,46.0,no
admin/xmldb/actions/edit_xml_file_save/edit_xml_file_save.class.php,32.0,32.0,2.0,4.0,4.0,1.0,240.09576887655936,124.0,69.0,2.0,175.0,110.0,21.0,no
admin/xmldb/actions/get_db_directories/get_db_directories.class.php,62.0,62.0,2.0,17.0,17.0,3.0,702.3507043681295,124.0,69.0,2.0,148.0,92.0,7.0,no
admin/xmldb/actions/load_xml_file/load_xml_file.class.php,41.0,41.0,2.0,8.0,8.0,3.0,282.10884196929294,124.0,69.0,2.0,158.0,98.0,12.0,no
admin/xmldb/actions/load_xml_files/load_xml_files.class.php,33.0,33.0,2.0,7.0,7.0,3.0,170.60041871801462,124.0,69.0,2.0,153.0,95.0,7.0,no
admin/xmldb/actions/main_view/main_view.class.php,126.0,126.0,2.0,23.0,23.0,6.0,1689.050009380012,124.0,69.0,2.0,152.0,95.0,8.0,no
admin/xmldb/actions/move_updown_field/move_updown_field.class.php,61.0,61.0,2.0,8.0,8.0,1.0,626.2704953105911,124.0,69.0,2.0,198.0,121.0,54.0,no
admin/xmldb/actions/move_updown_index/move_updown_index.class.php,61.0,61.0,2.0,8.0,8.0,1.0,626.2704953105911,124.0,69.0,2.0,191.0,118.0,54.0,no
admin/xmldb/actions/move_updown_key/move_updown_key.class.php,61.0,61.0,2.0,8.0,8.0,1.0,626.2704953105911,124.0,69.0,2.0,191.0,118.0,54.0,no
admin/xmldb/actions/move_updown_statement/move_updown_statement.class.php,57.0,57.0,2.0,8.0,8.0,1.0,575.0673817979374,124.0,69.0,2.0,187.0,117.0,50.0,no
admin/xmldb/actions/move_updown_table/move_updown_table.class.php,57.0,57.0,2.0,8.0,8.0,1.0,575.0673817979374,124.0,69.0,2.0,189.0,117.0,50.0,no
