,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsVulnerable
admin/admin.php,67.0,67.0,0.0,19.0,19.0,6.0,765.2344873381795,0.0,0.0,0.0,18.0,4.0,31.0,no
admin/auth.php,85.0,112.0,1.0,20.0,20.0,4.0,1155.5907058374257,7.0,7.0,1.0,27.0,11.0,48.0,no
admin/backup.php,72.0,73.0,0.0,18.0,18.0,5.0,791.1832320179702,0.0,0.0,0.0,22.0,5.0,35.0,no
admin/block.php,35.0,36.0,0.0,7.0,7.0,1.0,368.5976113379691,0.0,0.0,0.0,22.0,7.0,28.0,no
admin/blocks.php,93.0,95.0,0.0,23.0,23.0,6.0,1407.5737456161082,0.0,0.0,0.0,27.0,7.0,55.0,no
admin/config.php,67.0,69.0,1.0,22.0,22.0,5.0,749.9481988227301,7.0,7.0,1.0,27.0,11.0,31.0,no
admin/configure.php,34.0,35.0,0.0,4.0,4.0,1.0,372.4295658584892,0.0,0.0,0.0,10.0,3.0,29.0,no
admin/creators.php,65.0,65.0,0.0,18.0,18.0,5.0,712.6191729393436,0.0,0.0,0.0,18.0,4.0,27.0,no
admin/cron.php,91.0,91.0,0.0,28.0,28.0,6.0,1286.762020201162,0.0,0.0,0.0,18.0,6.0,37.0,no
admin/dbperformance.php,17.0,18.0,0.0,4.0,4.0,1.0,183.2712480596362,0.0,0.0,0.0,8.0,5.0,9.0,no
admin/delete.php,28.0,33.0,1.0,9.0,9.0,4.0,251.6886062429995,0.0,0.0,1.0,5.0,2.0,6.0,no
admin/editor.php,84.0,84.0,3.0,17.0,17.0,3.0,1047.7831991589335,0.0,0.0,3.0,15.0,3.0,24.0,no
admin/enrol.php,41.0,45.0,0.0,7.0,7.0,2.0,532.0351287382279,0.0,0.0,0.0,28.0,7.0,30.0,no
admin/filters.php,100.0,100.0,0.0,34.0,34.0,7.0,1158.4240491100657,0.0,0.0,0.0,13.0,3.0,38.0,no
admin/index.php,216.0,225.0,0.0,37.0,37.0,4.0,3504.7868518119267,0.0,0.0,0.0,34.0,9.0,136.0,no
admin/lang.php,198.0,214.0,1.0,43.0,43.0,6.0,3531.3587005781187,0.0,0.0,1.0,21.0,3.0,50.0,no
admin/module.php,32.0,33.0,0.0,6.0,6.0,2.0,383.6434632278494,0.0,0.0,0.0,17.0,3.0,26.0,no
admin/modules.php,107.0,108.0,0.0,29.0,29.0,6.0,1768.2569265546051,0.0,0.0,0.0,22.0,4.0,61.0,no
admin/phpinfo.php,14.0,15.0,0.0,4.0,4.0,1.0,100.46924044487297,0.0,0.0,0.0,6.0,3.0,6.0,no
admin/register.php,54.0,92.0,0.0,7.0,7.0,1.0,845.0790727290109,0.0,0.0,0.0,20.0,3.0,41.0,no
admin/site.php,87.0,88.0,1.0,22.0,22.0,5.0,936.8949206373793,7.0,7.0,1.0,28.0,12.0,44.0,no
admin/timezone.php,34.0,38.0,0.0,7.0,7.0,3.0,457.88694570410956,0.0,0.0,0.0,10.0,3.0,15.0,no
admin/upgradelogs.php,82.0,82.0,0.0,14.0,14.0,5.0,1225.0404115236468,0.0,0.0,0.0,19.0,4.0,35.0,no
admin/uploaduser.php,182.0,186.0,1.0,45.0,45.0,8.0,2342.989575920496,0.0,0.0,1.0,21.0,3.0,68.0,no
admin/user.php,225.0,233.0,0.0,51.0,51.0,6.0,4004.485421194018,0.0,0.0,0.0,30.0,3.0,105.0,no
admin/users.php,35.0,36.0,0.0,4.0,4.0,1.0,496.4984720161054,0.0,0.0,0.0,11.0,3.0,30.0,no
auth/db/lib.php,44.0,44.0,2.0,9.0,9.0,4.0,433.75246350170846,2.0,1.0,0.0,11.0,5.0,11.0,no
auth/email/lib.php,7.0,7.0,1.0,2.0,2.0,1.0,28.563919505370855,1.0,1.0,0.0,1.0,1.0,1.0,no
auth/fc/fcFPP.php,106.0,106.0,8.0,23.0,23.0,3.0,1124.736066153971,16.0,11.0,1.0,0.0,0.0,0.0,no
auth/fc/lib.php,61.0,61.0,3.0,15.0,15.0,2.0,512.7503435954799,4.0,2.0,0.0,11.0,5.0,16.0,no
auth/imap/lib.php,26.0,26.0,1.0,4.0,4.0,2.0,167.15958729931674,1.0,1.0,0.0,0.0,0.0,0.0,no
auth/ldap/lib.php,289.0,289.0,17.0,61.0,61.0,5.0,3652.184799099088,6.0,3.0,9.0,16.0,5.0,28.0,no
auth/manual/lib.php,6.0,6.0,1.0,2.0,2.0,1.0,21.405011639608446,1.0,1.0,0.0,1.0,1.0,1.0,no
auth/nntp/lib.php,14.0,14.0,1.0,3.0,3.0,2.0,85.95025038943322,1.0,1.0,0.0,0.0,0.0,0.0,no
auth/none/lib.php,6.0,6.0,1.0,2.0,2.0,1.0,24.953298500158027,1.0,1.0,0.0,1.0,1.0,1.0,no
auth/pam/lib.php,10.0,10.0,1.0,3.0,3.0,1.0,37.352817814715735,1.0,1.0,0.0,0.0,0.0,0.0,no
auth/pop3/lib.php,26.0,26.0,1.0,5.0,5.0,2.0,222.55505664179876,1.0,1.0,0.0,0.0,0.0,0.0,no
backup/backuplib.php,693.0,697.0,36.0,108.0,108.0,6.0,12006.334291797415,82.0,18.0,11.0,21.0,5.0,63.0,no
backup/backup.php,58.0,58.0,0.0,14.0,14.0,3.0,832.3082173451966,0.0,0.0,0.0,19.0,4.0,35.0,no
backup/backup_scheduled.php,386.0,386.0,7.0,103.0,103.0,6.0,6013.1942808870235,4.0,3.0,6.0,48.0,6.0,103.0,no
backup/db/mysql.php,35.0,35.0,1.0,11.0,11.0,2.0,250.97557162858803,1.0,1.0,0.0,2.0,2.0,10.0,no
backup/db/postgres7.php,6.0,6.0,1.0,1.0,1.0,0.0,6.931471805599453,1.0,1.0,0.0,0.0,0.0,0.0,no
backup/lib.php,278.0,278.0,23.0,52.0,52.0,4.0,3518.6278160998086,120.0,33.0,8.0,19.0,7.0,42.0,no
backup/log.php,84.0,98.0,0.0,13.0,13.0,6.0,1292.6580346341582,0.0,0.0,0.0,17.0,3.0,45.0,no
backup/restorelib.php,1633.0,1652.0,60.0,292.0,292.0,10.0,26732.07785913915,1.0,1.0,17.0,24.0,6.0,204.0,yes
backup/restore.php,64.0,64.0,0.0,14.0,14.0,4.0,880.5875211924919,0.0,0.0,0.0,18.0,4.0,36.0,no
backup/try.php,24.0,25.0,0.0,6.0,6.0,2.0,177.97101449948497,0.0,0.0,0.0,9.0,5.0,10.0,no
backup/version.php,3.0,3.0,0.0,1.0,1.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/activity_modules/block_activity_modules.php,25.0,25.0,2.0,5.0,5.0,3.0,213.21360668318218,2.0,2.0,0.0,1.0,1.0,1.0,no
blocks/activity_modules/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/activity_modules/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/admin/block_admin.php,105.0,105.0,4.0,23.0,23.0,4.0,2546.7269765337232,2.0,2.0,2.0,10.0,2.0,40.0,no
blocks/admin/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/admin/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/calendar_month/block_calendar_month.php,38.0,38.0,2.0,5.0,5.0,2.0,377.62281663837985,2.0,2.0,0.0,8.0,2.0,12.0,no
blocks/calendar_month/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/calendar_month/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/calendar_upcoming/block_calendar_upcoming.php,45.0,45.0,2.0,6.0,6.0,2.0,433.75246350170846,2.0,2.0,0.0,7.0,2.0,12.0,no
blocks/calendar_upcoming/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/calendar_upcoming/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/course_list/block_course_list.php,79.0,79.0,5.0,16.0,16.0,4.0,1086.8449564984903,5.0,4.0,0.0,22.0,17.0,20.0,no
blocks/course_list/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/course_list/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/course_summary/block_course_summary.php,34.0,34.0,4.0,6.0,6.0,2.0,291.88891238123745,4.0,2.0,0.0,3.0,2.0,4.0,no
blocks/course_summary/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/course_summary/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/db/mysql.php,9.0,9.0,1.0,2.0,2.0,1.0,32.95836866004329,1.0,1.0,0.0,1.0,1.0,1.0,no
blocks/db/postgres7.php,10.0,10.0,1.0,2.0,2.0,1.0,32.95836866004329,1.0,1.0,0.0,1.0,1.0,1.0,no
blocks/login/block_login.php,53.0,53.0,3.0,6.0,6.0,2.0,389.48397480905226,3.0,2.0,0.0,2.0,1.0,6.0,no
blocks/moodleblock.class.php,184.0,184.0,19.0,32.0,32.0,4.0,2328.527888058222,20.0,9.0,10.0,36.0,29.0,23.0,no
blocks/news_items/block_news_items.php,29.0,31.0,2.0,4.0,4.0,1.0,230.70858062030305,2.0,2.0,0.0,4.0,2.0,4.0,no
blocks/news_items/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/news_items/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/online_users/block_online_users.php,102.0,102.0,5.0,18.0,18.0,4.0,1368.2987078839105,5.0,4.0,0.0,22.0,16.0,16.0,no
blocks/online_users/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/online_users/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/participants/block_participants.php,42.0,42.0,2.0,10.0,10.0,4.0,767.2869264556988,2.0,2.0,0.0,6.0,1.0,11.0,no
blocks/participants/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/participants/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
blocks/recent_activity/block_recent_activity.php,24.0,24.0,2.0,3.0,3.0,1.0,124.66138713847351,2.0,2.0,0.0,2.0,2.0,2.0,no
blocks/recent_activity/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no
