,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsVulnerable
admin/auth_config.php,93.0,109.0,1.0,23.0,23.0,6.0,1452.7513035358722,0.0,0.0,0.0,82.0,43.0,52.0,no
admin/auth.php,163.0,186.0,0.0,30.0,30.0,3.0,2495.150078623082,0.0,0.0,0.0,49.0,25.0,78.0,no
admin/block.php,37.0,42.0,0.0,8.0,8.0,2.0,379.03549825242044,0.0,0.0,0.0,51.0,37.0,25.0,no
admin/blocks.php,147.0,147.0,0.0,33.0,33.0,6.0,2307.190263180034,0.0,0.0,0.0,63.0,32.0,91.0,no
admin/cron.php,217.0,219.0,0.0,71.0,71.0,6.0,3211.639703083465,0.0,0.0,0.0,50.0,21.0,96.0,no
admin/dbperformance.php,20.0,21.0,0.0,3.0,3.0,1.0,217.67663242637795,0.0,0.0,0.0,18.0,14.0,13.0,no
admin/delete.php,43.0,48.0,1.0,9.0,9.0,4.0,388.2795739565726,0.0,0.0,1.0,23.0,12.0,20.0,no
admin/enrol_config.php,35.0,39.0,0.0,5.0,5.0,2.0,360.21649047031786,0.0,0.0,0.0,73.0,38.0,24.0,no
admin/enrol.php,63.0,66.0,0.0,13.0,13.0,3.0,782.8871892298982,0.0,0.0,0.0,27.0,16.0,27.0,no
admin/environment.php,61.0,62.0,0.0,10.0,10.0,4.0,593.0853114144057,0.0,0.0,0.0,20.0,8.0,37.0,no
admin/filter.php,46.0,48.0,0.0,8.0,8.0,4.0,539.3971265585101,0.0,0.0,0.0,30.0,15.0,26.0,no
admin/filters.php,166.0,166.0,0.0,36.0,36.0,7.0,2813.744752119407,0.0,0.0,0.0,36.0,21.0,73.0,no
admin/handlevirus.php,71.0,71.0,4.0,14.0,14.0,2.0,794.3028450710875,0.0,0.0,4.0,24.0,15.0,31.0,no
admin/health.php,403.0,410.0,69.0,35.0,35.0,6.0,2274.4596542556674,14.0,2.0,9.0,23.0,13.0,41.0,no
admin/index.php,325.0,336.0,0.0,71.0,71.0,7.0,4801.027026026844,0.0,0.0,0.0,89.0,37.0,196.0,no
admin/innodb.php,26.0,26.0,0.0,5.0,5.0,3.0,173.28679513998634,0.0,0.0,0.0,38.0,26.0,20.0,no
admin/langdoc.php,115.0,125.0,2.0,30.0,30.0,5.0,2175.531048232067,0.0,0.0,2.0,33.0,23.0,35.0,no
admin/langimport.php,212.0,233.0,3.0,50.0,50.0,5.0,2382.250699950033,0.0,0.0,3.0,38.0,21.0,86.0,no
admin/lang.php,404.0,418.0,7.0,89.0,89.0,7.0,6587.979973417759,0.0,0.0,7.0,43.0,21.0,87.0,no
admin/maintenance.php,30.0,44.0,0.0,7.0,7.0,3.0,317.76077631269175,0.0,0.0,0.0,26.0,15.0,21.0,no
admin/mnet/access_control.php,129.0,136.0,0.0,36.0,36.0,7.0,1844.320141098219,0.0,0.0,0.0,48.0,23.0,88.0,no
admin/mnet/adminlib.php,106.0,106.0,2.0,34.0,34.0,3.0,1437.5577411301929,1.0,1.0,1.0,16.0,13.0,16.0,no
admin/mnet/delete.php,31.0,31.0,0.0,6.0,6.0,2.0,241.79506864455666,0.0,0.0,0.0,20.0,13.0,25.0,no
admin/mnet/enr_course_enrol.php,146.0,147.0,0.0,26.0,26.0,5.0,2010.0574128573005,0.0,0.0,0.0,55.0,31.0,61.0,no
admin/mnet/enr_courses.php,34.0,36.0,0.0,3.0,3.0,1.0,412.2064994041782,0.0,0.0,0.0,25.0,17.0,19.0,no
admin/mnet/enr_hosts.php,34.0,35.0,0.0,4.0,4.0,2.0,419.63690242932324,0.0,0.0,0.0,12.0,9.0,17.0,no
admin/mnet/index.php,72.0,73.0,0.0,13.0,13.0,4.0,798.5055520050569,0.0,0.0,0.0,31.0,17.0,51.0,no
admin/mnet/MethodTable.php,268.0,268.0,17.0,56.0,56.0,7.0,2902.921360817016,4.0,4.0,11.0,14.0,10.0,19.0,no
admin/mnet/mnet_services.php,100.0,100.0,0.0,20.0,20.0,4.0,1386.9886382472312,0.0,0.0,0.0,27.0,15.0,32.0,no
admin/mnet/peers.php,89.0,89.0,0.0,27.0,27.0,6.0,1185.8588801660558,0.0,0.0,0.0,37.0,22.0,54.0,no
