,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
admin/cron.php,28.0,30.0,0.0,14.0,14.0,6.0,353.56606214857976,0.0,0.0,0.0,3.0,1.0,7.0,no,no
admin/index.php,133.0,135.0,0.0,32.0,32.0,7.0,1882.0982131299036,0.0,0.0,0.0,25.0,4.0,86.0,no,no
admin/lang.php,101.0,105.0,0.0,27.0,27.0,5.0,1359.227839192011,0.0,0.0,0.0,13.0,2.0,35.0,no,no
admin/site.php,48.0,48.0,1.0,14.0,14.0,5.0,504.6509677002308,4.0,4.0,1.0,18.0,7.0,26.0,no,no
admin/user.php,72.0,72.0,0.0,14.0,14.0,3.0,929.0483077711965,0.0,0.0,0.0,16.0,2.0,39.0,no,no
config-dist.php,21.0,21.0,0.0,1.0,1.0,0.0,145.27899530784086,0.0,0.0,0.0,0.0,0.0,0.0,no,no
course/categories.php,63.0,66.0,0.0,19.0,19.0,4.0,831.1519461310863,0.0,0.0,0.0,18.0,4.0,35.0,no,no
course/delete.php,76.0,76.0,0.0,22.0,22.0,7.0,1040.216481350656,0.0,0.0,0.0,19.0,2.0,52.0,no,no
course/edit.php,90.0,90.0,1.0,21.0,21.0,4.0,1103.3798587061422,4.0,4.0,1.0,25.0,7.0,51.0,no,no
course/editsection.php,25.0,25.0,0.0,7.0,7.0,2.0,261.89219838798596,0.0,0.0,0.0,13.0,3.0,17.0,no,no
course/enrol.php,53.0,53.0,0.0,13.0,13.0,4.0,798.1512311534484,0.0,0.0,0.0,19.0,4.0,35.0,no,no
course/index.php,32.0,39.0,0.0,8.0,8.0,3.0,306.107764349594,0.0,0.0,0.0,10.0,3.0,13.0,no,no
course/lib.php,526.0,564.0,24.0,130.0,130.0,6.0,10669.717792342708,42.0,13.0,5.0,32.0,6.0,154.0,no,no
course/loggraph.php,81.0,81.0,0.0,15.0,15.0,3.0,945.5009887598616,0.0,0.0,0.0,11.0,3.0,21.0,no,no
course/loginas.php,28.0,28.0,0.0,4.0,4.0,1.0,473.03024655639337,0.0,0.0,0.0,14.0,2.0,17.0,no,no
course/loglive.php,16.0,16.0,0.0,3.0,3.0,1.0,131.8122200363756,0.0,0.0,0.0,8.0,3.0,9.0,no,no
course/log.php,39.0,42.0,0.0,9.0,9.0,3.0,543.9682534078803,0.0,0.0,0.0,17.0,4.0,30.0,no,no
course/mod.php,152.0,152.0,0.0,39.0,39.0,5.0,2356.979475239069,0.0,0.0,0.0,23.0,3.0,81.0,no,no
course/social.php,34.0,46.0,0.0,6.0,6.0,2.0,662.3592732200356,0.0,0.0,0.0,15.0,4.0,29.0,no,no
course/teacher.php,104.0,116.0,0.0,32.0,32.0,5.0,1488.3011670255878,0.0,0.0,0.0,18.0,2.0,44.0,no,no
course/teachers.php,45.0,48.0,0.0,12.0,12.0,3.0,735.4603250204915,0.0,0.0,0.0,18.0,3.0,25.0,no,no
course/topics.php,89.0,110.0,0.0,23.0,23.0,3.0,1618.328475044768,0.0,0.0,0.0,22.0,5.0,47.0,no,no
course/unenrol.php,30.0,30.0,0.0,8.0,8.0,2.0,512.8996485214204,0.0,0.0,0.0,16.0,3.0,23.0,no,no
course/user.php,100.0,124.0,1.0,21.0,21.0,8.0,1932.5532965732878,0.0,0.0,1.0,21.0,3.0,37.0,no,no
course/view.php,44.0,44.0,0.0,12.0,12.0,3.0,383.6434632278494,0.0,0.0,0.0,15.0,3.0,19.0,no,no
course/weeks.php,90.0,112.0,0.0,20.0,20.0,3.0,1705.0462720129065,0.0,0.0,0.0,21.0,5.0,43.0,no,no
doc/view.php,14.0,17.0,0.0,4.0,4.0,1.0,147.221948958322,0.0,0.0,0.0,8.0,2.0,9.0,no,no
error/index.php,14.0,15.0,0.0,3.0,3.0,2.0,173.81929454288283,0.0,0.0,0.0,8.0,2.0,7.0,no,no
file.php,30.0,30.0,0.0,6.0,6.0,1.0,296.21428406775755,0.0,0.0,0.0,6.0,4.0,7.0,no,no
files/index.php,369.0,484.0,8.0,63.0,63.0,5.0,6147.935217524562,0.0,0.0,8.0,22.0,4.0,53.0,no,no
files/mimetypes.php,28.0,28.0,1.0,3.0,3.0,1.0,33.27106466687737,5.0,5.0,0.0,0.0,0.0,0.0,no,no
help.php,22.0,25.0,0.0,7.0,7.0,3.0,245.68159942117398,0.0,0.0,0.0,5.0,2.0,6.0,no,no
index.php,71.0,80.0,0.0,20.0,20.0,3.0,1064.7856246826238,0.0,0.0,0.0,25.0,5.0,50.0,no,no
