,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
browse_foreigners.php,122.0,129.0,1.0,23.0,23.0,3.0,2321.0057737379984,0.0,0.0,0.0,12.0,6.0,12.0,no,no
chk_rel.php,7.0,7.0,0.0,1.0,1.0,0.0,7.690286020676768,0.0,0.0,0.0,1.0,1.0,1.0,no,no
config.inc.php,432.0,432.0,0.0,3.0,3.0,1.0,707.5063139022627,0.0,0.0,0.0,0.0,0.0,0.0,no,no
css/phpmyadmin.css.php,90.0,101.0,0.0,9.0,9.0,5.0,1306.8635848964893,0.0,0.0,0.0,2.0,2.0,2.0,no,no
db_create.php,15.0,15.0,0.0,2.0,2.0,1.0,124.82541994666035,0.0,0.0,0.0,4.0,3.0,4.0,no,no
db_datadict.php,137.0,154.0,0.0,36.0,36.0,4.0,1709.4407211675789,0.0,0.0,0.0,17.0,7.0,25.0,no,no
db_details_common.php,24.0,27.0,0.0,7.0,7.0,2.0,314.6856805319832,0.0,0.0,0.0,7.0,5.0,10.0,no,no
db_details_db_info.php,32.0,32.0,0.0,12.0,12.0,6.0,339.9647332440295,0.0,0.0,0.0,11.0,4.0,19.0,no,no
db_details_export.php,34.0,35.0,0.0,5.0,5.0,3.0,273.7931363211784,0.0,0.0,0.0,1.0,1.0,1.0,no,no
db_details_importdocsql.php,139.0,150.0,1.0,39.0,39.0,7.0,2287.8987718566154,0.0,0.0,1.0,8.0,5.0,22.0,no,no
db_details_links.php,35.0,41.0,0.0,8.0,8.0,1.0,318.84770305757485,0.0,0.0,0.0,5.0,3.0,11.0,no,no
db_details.php,105.0,115.0,0.0,26.0,26.0,5.0,1581.9449375911822,0.0,0.0,0.0,8.0,4.0,8.0,no,no
db_details_qbe.php,516.0,573.0,2.0,133.0,133.0,8.0,9807.855796380494,0.0,0.0,2.0,17.0,7.0,32.0,no,no
db_details_structure.php,354.0,406.0,1.0,60.0,60.0,7.0,6833.821013284426,0.0,0.0,1.0,23.0,8.0,43.0,yes,no
db_printview.php,118.0,146.0,0.0,36.0,36.0,6.0,1803.677454249491,0.0,0.0,0.0,16.0,6.0,28.0,no,no
db_search.php,164.0,174.0,1.0,28.0,28.0,6.0,2414.540193286485,0.0,0.0,1.0,16.0,5.0,25.0,no,no
export.php,284.0,285.0,1.0,91.0,91.0,5.0,4012.5147687626354,4.0,4.0,0.0,35.0,13.0,38.0,no,no
