,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
browse_foreigners.php3,90.0,94.0,0.0,19.0,19.0,3.0,1777.4314312245242,0.0,0.0,0.0,11.0,5.0,11.0,no,no
chk_rel.php3,7.0,8.0,0.0,1.0,1.0,0.0,11.090354888959125,0.0,0.0,0.0,1.0,1.0,1.0,no,no
config.inc.php3,415.0,415.0,0.0,3.0,3.0,1.0,711.4987937351602,0.0,0.0,0.0,0.0,0.0,0.0,no,no
css/phpmyadmin.css.php3,89.0,100.0,0.0,9.0,9.0,5.0,1303.6447090716213,0.0,0.0,0.0,2.0,2.0,2.0,no,no
db_create.php3,14.0,14.0,0.0,3.0,3.0,1.0,122.28427442123683,0.0,0.0,0.0,6.0,3.0,7.0,no,no
db_datadict.php3,153.0,170.0,0.0,41.0,41.0,4.0,1966.7347448413466,0.0,0.0,0.0,13.0,5.0,27.0,no,no
db_details_common.php3,23.0,26.0,0.0,9.0,9.0,2.0,260.64772304171856,0.0,0.0,0.0,4.0,3.0,8.0,no,no
db_details_db_info.php3,42.0,42.0,0.0,15.0,15.0,7.0,523.6136614053074,0.0,0.0,0.0,8.0,2.0,19.0,no,no
db_details_export.php3,35.0,36.0,0.0,5.0,5.0,3.0,292.68792354314144,0.0,0.0,0.0,1.0,1.0,1.0,no,no
db_details_importdocsql.php3,150.0,161.0,1.0,44.0,44.0,7.0,2462.2958416911715,0.0,0.0,1.0,9.0,5.0,23.0,no,no
db_details_links.php3,35.0,41.0,0.0,8.0,8.0,1.0,327.95152878930304,0.0,0.0,0.0,5.0,2.0,11.0,no,no
db_details.php3,101.0,110.0,0.0,25.0,25.0,5.0,1503.0900612486555,0.0,0.0,0.0,5.0,4.0,5.0,no,no
db_details_qbe.php3,517.0,574.0,2.0,134.0,134.0,8.0,10008.930502220324,0.0,0.0,2.0,13.0,5.0,35.0,no,no
db_details_structure.php3,345.0,412.0,1.0,60.0,60.0,8.0,6884.275284594772,0.0,0.0,1.0,17.0,5.0,42.0,yes,no
db_printview.php3,138.0,172.0,0.0,41.0,41.0,7.0,2228.488151208637,0.0,0.0,0.0,13.0,4.0,29.0,no,no
db_search.php3,173.0,183.0,1.0,33.0,33.0,6.0,2581.3366904915324,0.0,0.0,1.0,12.0,3.0,26.0,no,no
export.php3,287.0,288.0,1.0,91.0,91.0,5.0,4129.038588161738,4.0,4.0,0.0,35.0,11.0,40.0,no,no
footer.inc.php3,36.0,47.0,0.0,12.0,12.0,3.0,540.2691511591507,0.0,0.0,0.0,4.0,4.0,4.0,no,no
header.inc.php3,69.0,86.0,0.0,19.0,19.0,6.0,891.6286034884915,0.0,0.0,0.0,3.0,2.0,3.0,no,no
header_printview.inc.php3,26.0,27.0,0.0,4.0,4.0,2.0,275.4969879146346,0.0,0.0,0.0,5.0,2.0,5.0,no,no
index.php3,58.0,62.0,0.0,10.0,10.0,4.0,786.7142013299581,0.0,0.0,0.0,4.0,3.0,4.0,yes,yes
lang/afrikaans-iso-8859-1.inc.php3,679.0,679.0,0.0,1.0,1.0,0.0,4419.981861223588,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/afrikaans-utf-8.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4427.501745612355,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/albanian-iso-8859-1.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4426.501008511528,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/albanian-utf-8.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4426.501008511528,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/arabic-utf-8.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4427.501745612355,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/arabic-windows-1256.inc.php3,679.0,679.0,0.0,1.0,1.0,0.0,4419.981861223588,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/azerbaijani-iso-8859-9.inc.php3,679.0,679.0,0.0,1.0,1.0,0.0,4419.981861223588,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/azerbaijani-utf-8.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4427.501745612355,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bosnian-utf-8.inc.php3,663.0,663.0,0.0,1.0,1.0,0.0,4299.8657980303,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bosnian-windows-1250.inc.php3,662.0,662.0,0.0,1.0,1.0,0.0,4292.371288141964,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese-iso-8859-1.inc.php3,679.0,679.0,0.0,1.0,1.0,0.0,4419.981861223588,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese-utf-8.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4427.501745612355,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-koi8-r.inc.php3,679.0,679.0,0.0,1.0,1.0,0.0,4419.981861223588,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-utf-8.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4427.501745612355,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-windows-1251.inc.php3,679.0,679.0,0.0,1.0,1.0,0.0,4419.981861223588,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/catalan-iso-8859-1.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4426.501008511528,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/catalan-utf-8.inc.php3,681.0,681.0,0.0,1.0,1.0,0.0,4434.022366739913,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_big5.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4427.501745612355,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_big5-utf-8.inc.php3,681.0,681.0,0.0,1.0,1.0,0.0,4434.022366739913,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_gb.inc.php3,679.0,679.0,0.0,1.0,1.0,0.0,4419.981861223588,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_gb-utf-8.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4427.501745612355,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-iso-8859-2.inc.php3,679.0,679.0,0.0,1.0,1.0,0.0,4419.981861223588,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-utf-8.inc.php3,680.0,680.0,0.0,1.0,1.0,0.0,4427.501745612355,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-windows-1250.inc.php3,679.0,679.0,0.0,1.0,1.0,0.0,4419.981861223588,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-iso-8859-2.inc.php3,679.0,679.0,0.0,1.0,1.0,0.0,4419.981861223588,0.0,0.0,0.0,0.0,0.0,0.0,no,no
