,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
chk_rel.php3,7.0,8.0,0.0,1.0,1.0,0.0,11.090354888959125,0.0,0.0,0.0,1.0,1.0,1.0,no,no
config.inc.php3,368.0,368.0,0.0,3.0,3.0,1.0,603.2772943644401,0.0,0.0,0.0,0.0,0.0,0.0,no,no
css/phpmyadmin.css.php3,87.0,98.0,0.0,9.0,9.0,5.0,1284.331454122412,0.0,0.0,0.0,2.0,2.0,2.0,no,no
db_create.php3,11.0,11.0,0.0,2.0,2.0,1.0,95.38226801057343,0.0,0.0,0.0,5.0,3.0,6.0,no,no
db_datadict.php3,150.0,167.0,0.0,40.0,40.0,4.0,1943.9177775826745,0.0,0.0,0.0,12.0,5.0,25.0,no,no
db_details_common.php3,22.0,25.0,0.0,9.0,9.0,2.0,254.29119016458785,0.0,0.0,0.0,3.0,3.0,7.0,no,no
db_details_db_info.php3,39.0,39.0,0.0,14.0,14.0,7.0,498.34930388251485,0.0,0.0,0.0,7.0,2.0,18.0,no,no
db_details_export.php3,31.0,33.0,0.0,4.0,4.0,3.0,261.89219838798596,0.0,0.0,0.0,1.0,1.0,1.0,no,no
db_details_importdocsql.php3,144.0,155.0,1.0,41.0,41.0,6.0,2439.216651589115,0.0,0.0,1.0,8.0,5.0,22.0,no,no
db_details_links.php3,36.0,42.0,0.0,9.0,9.0,1.0,327.95152878930304,0.0,0.0,0.0,5.0,2.0,11.0,no,no
db_details.php3,99.0,108.0,0.0,24.0,24.0,5.0,1476.9242922477715,0.0,0.0,0.0,4.0,4.0,4.0,no,no
db_details_qbe.php3,517.0,574.0,2.0,134.0,134.0,8.0,9992.334163478301,0.0,0.0,2.0,13.0,4.0,35.0,no,no
db_details_structure.php3,277.0,328.0,0.0,45.0,45.0,8.0,5499.456710630167,0.0,0.0,0.0,17.0,5.0,41.0,yes,no
db_printview.php3,135.0,169.0,0.0,40.0,40.0,7.0,2193.25431542744,0.0,0.0,0.0,12.0,4.0,28.0,no,no
db_search.php3,173.0,183.0,1.0,33.0,33.0,6.0,2581.3366904915324,0.0,0.0,1.0,12.0,3.0,26.0,no,no
footer.inc.php3,33.0,44.0,0.0,11.0,11.0,2.0,462.7674105339603,0.0,0.0,0.0,3.0,3.0,3.0,no,no
header.inc.php3,66.0,83.0,0.0,18.0,18.0,5.0,872.3153485392824,0.0,0.0,0.0,3.0,2.0,3.0,no,no
header_printview.inc.php3,25.0,26.0,0.0,4.0,4.0,2.0,269.3836663989179,0.0,0.0,0.0,4.0,2.0,4.0,no,no
index.php3,58.0,62.0,0.0,10.0,10.0,4.0,776.2246786455586,0.0,0.0,0.0,4.0,3.0,4.0,yes,no
lang/afrikaans-iso-8859-1.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/afrikaans-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/albanian-iso-8859-1.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/albanian-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/arabic-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/arabic-windows-1256.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese-iso-8859-1.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-koi8-r.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-windows-1251.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/catalan-iso-8859-1.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/catalan-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_big5.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_big5-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_gb.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_gb-utf-8.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-iso-8859-2.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-windows-1250.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-iso-8859-2.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-windows-1250.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/danish-iso-8859-1.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/danish-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/dutch-iso-8859-1.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/dutch-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/english-iso-8859-1.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/english-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/estonian-iso-8859-1.inc.php3,607.0,607.0,0.0,1.0,1.0,0.0,3882.5692715580044,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/estonian-utf-8.inc.php3,608.0,608.0,0.0,1.0,1.0,0.0,3889.9769761731154,0.0,0.0,0.0,0.0,0.0,0.0,no,no
