,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
chk_rel.php3,7.0,8.0,0.0,1.0,1.0,0.0,11.090354888959125,0.0,0.0,0.0,1.0,1.0,1.0,no,no
config.inc.php3,404.0,404.0,0.0,3.0,3.0,1.0,686.1703577122257,0.0,0.0,0.0,0.0,0.0,0.0,no,no
css/phpmyadmin.css.php3,89.0,100.0,0.0,9.0,9.0,5.0,1303.6447090716213,0.0,0.0,0.0,2.0,2.0,2.0,no,no
db_create.php3,14.0,14.0,0.0,3.0,3.0,1.0,122.28427442123683,0.0,0.0,0.0,6.0,3.0,7.0,no,no
db_datadict.php3,153.0,170.0,0.0,41.0,41.0,4.0,1966.7347448413466,0.0,0.0,0.0,13.0,5.0,27.0,no,no
db_details_common.php3,23.0,26.0,0.0,9.0,9.0,2.0,260.64772304171856,0.0,0.0,0.0,4.0,3.0,8.0,no,no
db_details_db_info.php3,42.0,42.0,0.0,15.0,15.0,7.0,523.6136614053074,0.0,0.0,0.0,8.0,2.0,19.0,no,no
db_details_export.php3,35.0,36.0,0.0,5.0,5.0,3.0,292.68792354314144,0.0,0.0,0.0,1.0,1.0,1.0,no,no
db_details_importdocsql.php3,147.0,158.0,1.0,42.0,42.0,6.0,2477.0316818169877,0.0,0.0,1.0,9.0,5.0,23.0,no,no
db_details_links.php3,35.0,41.0,0.0,8.0,8.0,1.0,327.95152878930304,0.0,0.0,0.0,5.0,2.0,11.0,no,no
db_details.php3,99.0,108.0,0.0,24.0,24.0,5.0,1476.9242922477715,0.0,0.0,0.0,4.0,4.0,4.0,no,no
db_details_qbe.php3,519.0,576.0,2.0,135.0,135.0,8.0,10034.51815994681,0.0,0.0,2.0,13.0,4.0,35.0,no,no
db_details_structure.php3,283.0,336.0,0.0,47.0,47.0,8.0,5654.474376090419,0.0,0.0,0.0,17.0,5.0,42.0,yes,no
db_printview.php3,138.0,172.0,0.0,41.0,41.0,7.0,2228.488151208637,0.0,0.0,0.0,13.0,4.0,29.0,no,no
db_search.php3,173.0,183.0,1.0,33.0,33.0,6.0,2581.3366904915324,0.0,0.0,1.0,12.0,3.0,26.0,no,no
export.php3,257.0,258.0,1.0,77.0,77.0,5.0,3519.227407679386,4.0,4.0,0.0,35.0,11.0,39.0,no,no
footer.inc.php3,33.0,44.0,0.0,11.0,11.0,2.0,462.7674105339603,0.0,0.0,0.0,3.0,3.0,3.0,no,no
header.inc.php3,67.0,84.0,0.0,18.0,18.0,5.0,881.971976013887,0.0,0.0,0.0,3.0,2.0,3.0,no,no
header_printview.inc.php3,26.0,27.0,0.0,4.0,4.0,2.0,275.4969879146346,0.0,0.0,0.0,5.0,2.0,5.0,no,no
index.php3,58.0,62.0,0.0,10.0,10.0,4.0,786.7142013299581,0.0,0.0,0.0,4.0,3.0,4.0,yes,yes
lang/afrikaans-iso-8859-1.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/afrikaans-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/albanian-iso-8859-1.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/albanian-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/arabic-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/arabic-windows-1256.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese-iso-8859-1.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-koi8-r.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-windows-1251.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/catalan-iso-8859-1.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/catalan-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_big5.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_big5-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_gb.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_gb-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-iso-8859-2.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/croatian-windows-1250.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-iso-8859-2.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-windows-1250.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/danish-iso-8859-1.inc.php3,622.0,622.0,0.0,1.0,1.0,0.0,3993.8566018806905,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/danish-utf-8.inc.php3,623.0,623.0,0.0,1.0,1.0,0.0,4001.2887376837693,0.0,0.0,0.0,0.0,0.0,0.0,no,no
