,nomefile,Y_IDEAL,Y_REAL,Y_PRED
0,admin/auth.php,0,0,0
1,admin/block.php,0,0,0
2,admin/blocks.php,0,0,0
3,admin/config.php,0,0,0
4,admin/configvars.php,0,0,0
5,admin/cron.php,0,0,0
6,admin/dbperformance.php,0,0,0
7,admin/delete.php,0,0,0
8,admin/enrol_config.php,0,0,0
9,admin/enrol.php,0,0,0
10,admin/environment.php,0,0,0
11,admin/filter.php,0,0,0
12,admin/filters.php,0,0,0
13,admin/handlevirus.php,0,0,0
14,admin/health.php,0,0,0
15,admin/index.php,0,0,0
16,admin/innodb.php,0,0,0
17,admin/langdoc.php,0,0,0
18,admin/langimport.php,0,0,0
19,admin/lang.php,0,0,0
20,admin/maintenance.php,0,0,0
21,admin/module.php,0,0,0
22,admin/modules.php,0,0,0
23,admin/oacleanup.php,0,0,0
24,admin/pagelib.php,0,0,0
25,admin/phpinfo.php,0,0,0
26,admin/process_email.php,0,0,0
27,admin/register.php,0,0,0
28,admin/replace.php,0,0,0
29,admin/report/courseoverview/index.php,0,0,0
30,admin/report/courseoverview/reportsgraph.php,0,0,0
31,admin/report/log/index.php,0,0,0
32,admin/report/stats/index.php,0,0,0
33,admin/roles/allowassign.php,0,0,0
34,admin/roles/allowoverride.php,0,0,0
35,admin/roles/assign.php,0,0,0
36,admin/roles/manage.php,0,0,0
37,admin/roles/managetabs.php,0,0,0
38,admin/roles/override.php,0,0,0
39,admin/roles/tabs.php,0,0,0
40,admin/search.php,0,0,0
41,admin/settings/appearance.php,0,0,0
42,admin/settings/courses.php,0,0,0
43,admin/settings/language.php,0,0,0
44,admin/settings/location.php,0,0,0
45,admin/settings/misc.php,0,0,0
46,admin/settings.php,0,0,0
47,admin/settings/security.php,0,0,0
48,admin/settings/server.php,0,0,0
49,admin/settings/top.php,0,0,0
50,admin/settings/unsupported.php,0,0,0
51,admin/settings/users.php,0,0,0
52,admin/stickyblocks.php,0,0,0
53,admin/timezoneimport.php,0,0,0
54,admin/timezone.php,0,0,0
55,admin/upgradeforumread.php,0,0,0
56,admin/upgradelogs.php,0,0,0
57,admin/upgradesettings.php,0,0,0
58,admin/uploaduser.php,0,0,0
59,admin/user.php,0,0,0
60,admin/utfdbmigrate.php,0,0,0
61,admin/xmldb/actions/create_xml_file/create_xml_file.class.php,0,0,0
62,admin/xmldb/actions/delete_field/delete_field.class.php,0,0,0
63,admin/xmldb/actions/delete_index/delete_index.class.php,0,0,0
64,admin/xmldb/actions/delete_key/delete_key.class.php,0,0,0
