,nomefile,Y_IDEAL,Y_REAL,Y_PRED
0,admin/config.php,0,0,0
1,admin/cron.php,0,0,0
2,admin/index.php,0,0,0
3,admin/lang.php,0,0,0
4,admin/site.php,0,0,0
5,admin/user.php,0,0,0
6,auth/email/lib.php,0,0,0
7,auth/none/lib.php,0,0,0
8,config-dist.php,0,0,0
9,course/categories.php,0,0,0
10,course/delete.php,0,0,0
11,course/edit.php,0,0,0
12,course/editsection.php,0,0,0
13,course/enrol.php,0,0,0
14,course/index.php,0,0,0
15,course/lib.php,0,0,1
16,course/loggraph.php,0,0,0
17,course/loginas.php,0,0,0
18,course/loglive.php,0,0,0
19,course/log.php,0,0,0
20,course/mod.php,0,0,0
21,course/social.php,0,0,0
22,course/teacher.php,0,0,0
23,course/teachers.php,0,0,0
24,course/topics.php,0,0,0
25,course/unenrol.php,0,0,0
26,course/user.php,0,0,0
27,course/view.php,0,0,0
28,course/weeks.php,0,0,0
29,doc/view.php,0,0,0
30,error/index.php,0,0,0
31,file.php,0,0,0
32,files/index.php,0,0,0
33,files/mimetypes.php,0,0,0
34,help.php,0,0,0
35,index.php,0,0,0
36,lang/en/assignment.php,0,0,0
37,lang/en/choice.php,0,0,0
38,lang/en/forum.php,0,0,0
39,lang/en/journal.php,0,0,0
40,lang/en/moodle.php,0,0,0
41,lang/en/reading.php,0,0,0
42,lang/en/survey.php,0,0,0
43,lang/fi/assignment.php,0,0,0
44,lang/fi/choice.php,0,0,0
45,lang/fi/forum.php,0,0,0
46,lang/fi/journal.php,0,0,0
47,lang/fi/moodle.php,0,0,0
48,lang/fi/reading.php,0,0,0
49,lang/fi/survey.php,0,0,0
50,lang/fr/assignment.php,0,0,0
51,lang/fr/choice.php,0,0,0
52,lang/fr/forum.php,0,0,0
53,lang/fr/journal.php,0,0,0
54,lang/fr/moodle.php,0,0,0
55,lang/fr/reading.php,0,0,0
56,lang/fr/survey.php,0,0,0
57,lang/pt_br/assignment.php,0,0,0
58,lang/pt_br/choice.php,0,0,0
59,lang/pt_br/forum.php,0,0,0
60,lang/pt_br/journal.php,0,0,0
61,lang/pt_br/moodle.php,0,0,0
62,lang/pt_br/reading.php,0,0,0
63,lang/pt_br/survey.php,0,0,0
64,lib/countries.php,0,0,0
65,lib/defaults.php,0,0,0
66,lib/graphlib.php,0,0,1
67,lib/javascript.php,0,0,0
68,lib/languages.php,0,0,0
69,lib/moodlelib.php,0,0,1
70,lib/psxlsgen.php,0,0,0
71,lib/setup.php,0,0,0
72,lib/weblib.php,0,0,0
73,login/change_password.php,0,0,0
74,login/confirm.php,0,0,0
75,login/forgot_password.php,0,0,0
76,login/index.php,0,0,0
77,login/logout.php,0,0,0
78,login/signup_form.php,0,0,0
79,login/signup.php,0,0,0
80,mod/assignment/index.php,0,0,0
81,mod/assignment/lib.php,0,0,0
82,mod/assignment/submissions.php,0,0,0
83,mod/assignment/upload.php,0,0,0
84,mod/assignment/version.php,0,0,0
85,mod/assignment/view.php,0,0,0
86,mod/choice/index.php,0,0,0
87,mod/choice/lib.php,0,0,0
88,mod/choice/report.php,0,0,0
89,mod/choice/version.php,0,0,0
90,mod/choice/view.php,0,0,0
91,mod/forum/delete.php,0,0,0
92,mod/forum/discuss.php,0,0,0
93,mod/forum/index.php,0,0,0
94,mod/forum/lib.php,0,0,1
95,mod/forum/post.php,1,0,0
96,mod/forum/rate.php,0,0,0
97,mod/forum/report.php,0,0,0
98,mod/forum/search.php,0,0,0
99,mod/forum/subscribe.php,0,0,0
100,mod/forum/subscribers.php,0,0,0
101,mod/forum/version.php,0,0,0
102,mod/forum/view.php,0,0,0
103,mod/journal/edit.php,0,0,0
104,mod/journal/index.php,0,0,0
105,mod/journal/lib.php,0,0,0
106,mod/journal/report.php,0,0,0
107,mod/journal/version.php,0,0,0
108,mod/journal/view.php,0,0,0
109,mod/survey/details.php,0,0,0
110,mod/survey/download.php,0,0,0
111,mod/survey/graph.php,0,0,0
112,mod/survey/index.php,0,0,0
113,mod/survey/lib.php,0,0,0
114,mod/survey/report.php,0,0,0
115,mod/survey/save.php,0,0,0
116,mod/survey/version.php,0,0,0
117,mod/survey/view.php,0,0,0
118,theme/index.php,0,0,0
119,theme/standardblue/config.php,0,0,0
120,theme/standard/config.php,0,0,0
121,theme/standardgreen/config.php,0,0,0
122,theme/standardlogo/config.php,0,0,0
123,theme/standardred/config.php,0,0,0
124,user/edit.php,1,0,0
125,user/index.php,0,0,0
126,user/lib.php,0,0,0
127,user/pix.php,0,0,0
128,user/view.php,1,0,0
129,version.php,0,0,0
