,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
admin/auth_config.php,90.0,107.0,1.0,20.0,20.0,5.0,1473.4690635998463,0.0,0.0,0.0,106.0,69.0,50.0,no,no
admin/auth.php,58.0,58.0,0.0,12.0,12.0,2.0,490.1915128049686,0.0,0.0,0.0,36.0,29.0,23.0,no,no
admin/block.php,38.0,43.0,0.0,8.0,8.0,2.0,419.66608858639637,0.0,0.0,0.0,69.0,54.0,26.0,no,no
admin/blocks.php,130.0,130.0,0.0,26.0,26.0,4.0,2262.2727303449983,0.0,0.0,0.0,100.0,70.0,84.0,no,no
admin/bloglevelupgrade.php,96.0,96.0,1.0,13.0,13.0,5.0,1359.7420071055756,0.0,0.0,1.0,94.0,66.0,42.0,no,no
admin/cli/automated_backups.php,36.0,38.0,0.0,7.0,7.0,1.0,303.31710466211484,0.0,0.0,0.0,15.0,11.0,16.0,no,no
admin/cli/cron.php,16.0,16.0,0.0,3.0,3.0,1.0,84.99640032168648,0.0,0.0,0.0,7.0,6.0,7.0,no,no
admin/cli/install_database.php,65.0,65.0,0.0,15.0,15.0,5.0,524.2110827273716,0.0,0.0,0.0,26.0,19.0,28.0,no,no
admin/cli/install.php,353.0,356.0,0.0,80.0,80.0,5.0,4234.754971896356,0.0,0.0,0.0,72.0,56.0,188.0,no,no
admin/cli/maintenance.php,26.0,26.0,0.0,6.0,6.0,2.0,169.31668766017407,0.0,0.0,0.0,10.0,7.0,14.0,no,no
admin/cli/mysql_engine.php,53.0,55.0,0.0,10.0,10.0,4.0,590.5517996887722,0.0,0.0,0.0,75.0,57.0,16.0,no,no
admin/cli/reset_password.php,27.0,28.0,0.0,5.0,5.0,1.0,220.27997637238826,0.0,0.0,0.0,14.0,7.0,15.0,no,no
admin/cli/upgrade.php,49.0,49.0,0.0,10.0,10.0,2.0,494.26117786004954,0.0,0.0,0.0,34.0,28.0,30.0,no,no
admin/cron.php,21.0,23.0,0.0,6.0,6.0,2.0,118.7363750712135,0.0,0.0,0.0,8.0,6.0,10.0,no,no
admin/dbperformance.php,20.0,20.0,0.0,2.0,2.0,1.0,163.25747431978346,0.0,0.0,0.0,55.0,44.0,16.0,no,no
admin/dbtransfer/database_export_form.php,12.0,12.0,1.0,2.0,2.0,1.0,52.78114659230517,9.0,9.0,0.0,9.0,9.0,6.0,no,no
admin/dbtransfer/database_transfer_form.php,36.0,36.0,1.0,4.0,4.0,2.0,222.10243191590584,9.0,9.0,0.0,21.0,18.0,28.0,no,no
