,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
admin/admin.php,67.0,67.0,0.0,19.0,19.0,6.0,765.2344873381795,0.0,0.0,0.0,25.0,11.0,31.0,no,no
admin/auth.php,138.0,185.0,2.0,30.0,30.0,5.0,2122.25765006267,8.0,8.0,1.0,37.0,19.0,84.0,no,no
admin/backup.php,70.0,71.0,0.0,17.0,17.0,5.0,748.4165708278097,0.0,0.0,0.0,30.0,12.0,33.0,no,no
admin/block.php,44.0,49.0,0.0,10.0,10.0,2.0,474.80207636949643,0.0,0.0,0.0,30.0,16.0,30.0,no,no
admin/blocks.php,139.0,139.0,0.0,32.0,32.0,6.0,1999.0497041988017,0.0,0.0,0.0,58.0,28.0,89.0,no,no
admin/calendar.php,57.0,57.0,0.0,16.0,16.0,4.0,568.9790954757256,0.0,0.0,0.0,22.0,10.0,30.0,no,no
admin/config.php,93.0,99.0,1.0,27.0,27.0,5.0,1101.1008588216894,8.0,8.0,1.0,37.0,20.0,38.0,no,no
admin/configure.php,38.0,39.0,0.0,4.0,4.0,1.0,366.95184403497484,0.0,0.0,0.0,17.0,10.0,33.0,no,no
admin/configvars.php,252.0,252.0,3.0,4.0,4.0,1.0,2829.8958787100582,2.0,1.0,0.0,8.0,2.0,190.0,no,no
admin/creators.php,65.0,65.0,0.0,18.0,18.0,5.0,712.6191729393436,0.0,0.0,0.0,25.0,11.0,27.0,no,no
admin/cron.php,92.0,92.0,0.0,27.0,27.0,6.0,1266.1556080997402,0.0,0.0,0.0,20.0,6.0,39.0,no,no
admin/dbperformance.php,17.0,18.0,0.0,4.0,4.0,1.0,183.2712480596362,0.0,0.0,0.0,15.0,12.0,9.0,no,no
admin/delete.php,32.0,37.0,1.0,10.0,10.0,4.0,285.6352024939091,0.0,0.0,1.0,12.0,6.0,12.0,no,no
admin/editor.php,124.0,124.0,4.0,26.0,26.0,3.0,1536.5512281789538,0.0,0.0,4.0,22.0,10.0,24.0,no,no
admin/enrol.php,40.0,44.0,0.0,7.0,7.0,2.0,478.58017456113686,0.0,0.0,0.0,39.0,17.0,29.0,no,no
admin/environment.php,45.0,46.0,0.0,11.0,11.0,4.0,463.95542466147043,0.0,0.0,0.0,26.0,12.0,27.0,no,no
admin/filters.php,101.0,101.0,0.0,33.0,33.0,7.0,1220.6093235408853,0.0,0.0,0.0,20.0,10.0,41.0,no,no
admin/handlevirus.php,71.0,71.0,4.0,14.0,14.0,2.0,782.8871892298982,0.0,0.0,4.0,11.0,4.0,22.0,no,no
admin/health.php,392.0,399.0,69.0,33.0,33.0,6.0,2215.0904268526733,0.0,0.0,9.0,22.0,11.0,28.0,no,no
admin/index.php,257.0,267.0,0.0,45.0,45.0,5.0,4159.673012115788,0.0,0.0,0.0,43.0,15.0,160.0,no,no
admin/innodb.php,15.0,15.0,0.0,5.0,5.0,3.0,77.88903911240376,0.0,0.0,0.0,30.0,24.0,10.0,no,no
admin/langdoc.php,106.0,116.0,1.0,27.0,27.0,5.0,2104.9411450880984,0.0,0.0,1.0,25.0,13.0,34.0,no,no
admin/lang.php,201.0,215.0,1.0,44.0,44.0,6.0,3379.6453830047476,0.0,0.0,1.0,28.0,10.0,53.0,no,no
admin/maintenance.php,37.0,49.0,0.0,8.0,8.0,3.0,407.40598839288714,0.0,0.0,0.0,24.0,10.0,27.0,no,no
admin/module.php,38.0,39.0,0.0,8.0,8.0,3.0,445.62864800451695,0.0,0.0,0.0,26.0,11.0,26.0,no,no
admin/modules.php,102.0,103.0,0.0,28.0,28.0,6.0,1683.4786422438058,0.0,0.0,0.0,29.0,11.0,61.0,no,no
admin/oacleanup.php,63.0,65.0,1.0,24.0,24.0,7.0,797.8231611126785,0.0,0.0,1.0,15.0,6.0,17.0,no,no
admin/phpinfo.php,14.0,15.0,0.0,4.0,4.0,1.0,100.46924044487297,0.0,0.0,0.0,13.0,10.0,6.0,no,no
admin/process_email.php,45.0,45.0,0.0,10.0,10.0,3.0,481.17882966766194,0.0,0.0,0.0,5.0,3.0,6.0,no,no
admin/register.php,84.0,139.0,0.0,7.0,7.0,1.0,1324.709923185227,0.0,0.0,0.0,28.0,10.0,63.0,no,no
admin/replace.php,27.0,34.0,0.0,9.0,9.0,4.0,286.7136200402514,0.0,0.0,0.0,39.0,32.0,15.0,no,no
admin/site.php,89.0,90.0,1.0,22.0,22.0,5.0,926.7392392880524,8.0,8.0,1.0,37.0,20.0,45.0,no,no
admin/timezoneimport.php,75.0,76.0,0.0,18.0,18.0,4.0,888.4727700021958,0.0,0.0,0.0,29.0,14.0,36.0,no,no
admin/timezone.php,34.0,38.0,0.0,7.0,7.0,3.0,457.88694570410956,0.0,0.0,0.0,17.0,10.0,15.0,no,no
admin/upgradeforumread.php,84.0,93.0,1.0,18.0,18.0,6.0,1135.8585605446444,0.0,0.0,1.0,30.0,12.0,30.0,no,no
admin/upgradelogs.php,82.0,82.0,0.0,14.0,14.0,5.0,1225.0404115236468,0.0,0.0,0.0,26.0,11.0,35.0,no,no
