,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
admin/admin.php,67.0,67.0,0.0,20.0,20.0,6.0,769.3933704215392,0.0,0.0,0.0,28.0,15.0,28.0,no,no
admin/auth.php,156.0,211.0,1.0,38.0,38.0,5.0,2534.172636994665,0.0,0.0,0.0,34.0,16.0,83.0,no,no
admin/backup.php,69.0,70.0,0.0,17.0,17.0,5.0,744.1399047087937,0.0,0.0,0.0,36.0,18.0,34.0,no,no
admin/block.php,44.0,49.0,0.0,10.0,10.0,2.0,499.34185535598937,0.0,0.0,0.0,51.0,36.0,30.0,no,no
admin/blocks.php,139.0,139.0,0.0,32.0,32.0,6.0,2040.1368474370422,0.0,0.0,0.0,65.0,34.0,90.0,no,no
admin/calendar.php,56.0,56.0,0.0,16.0,16.0,4.0,551.870575983745,0.0,0.0,0.0,27.0,14.0,31.0,no,no
admin/config.php,101.0,107.0,1.0,30.0,30.0,5.0,1166.6425766086948,8.0,8.0,1.0,40.0,24.0,39.0,no,no
admin/configure.php,38.0,39.0,0.0,4.0,4.0,1.0,366.95184403497484,0.0,0.0,0.0,21.0,14.0,33.0,no,no
admin/configvars.php,375.0,375.0,3.0,16.0,16.0,2.0,5110.454279336532,2.0,1.0,0.0,14.0,5.0,271.0,no,no
admin/courses.php,27.0,27.0,0.0,3.0,3.0,1.0,322.9559042407024,0.0,0.0,0.0,21.0,14.0,23.0,no,no
admin/creators.php,63.0,63.0,0.0,18.0,18.0,5.0,708.4760382129521,0.0,0.0,0.0,28.0,15.0,24.0,no,no
admin/cron.php,169.0,169.0,0.0,57.0,57.0,6.0,2585.664340960482,0.0,0.0,0.0,41.0,15.0,74.0,no,no
admin/dbperformance.php,20.0,21.0,0.0,4.0,4.0,1.0,215.50693311913435,0.0,0.0,0.0,20.0,16.0,12.0,no,no
admin/delete.php,32.0,37.0,1.0,10.0,10.0,4.0,285.6352024939091,0.0,0.0,1.0,12.0,6.0,12.0,no,no
admin/editor.php,181.0,181.0,5.0,36.0,36.0,3.0,2230.042603702485,0.0,0.0,4.0,32.0,16.0,33.0,no,no
admin/enrol_config.php,42.0,46.0,0.0,7.0,7.0,2.0,504.36933582401764,0.0,0.0,0.0,45.0,23.0,29.0,no,no
admin/enrol.php,66.0,67.0,0.0,15.0,15.0,3.0,906.6365121724084,0.0,0.0,0.0,30.0,17.0,30.0,no,no
admin/environment.php,66.0,70.0,0.0,12.0,12.0,4.0,671.4725082044245,0.0,0.0,0.0,32.0,16.0,42.0,no,no
admin/filter.php,51.0,53.0,0.0,10.0,10.0,4.0,665.9126537296128,0.0,0.0,0.0,33.0,16.0,31.0,no,no
