,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
config.inc.php3,144.0,144.0,0.0,1.0,1.0,0.0,342.48018623373514,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_create.php3,15.0,15.0,0.0,3.0,3.0,1.0,124.82541994666035,0.0,0.0,0.0,3.0,1.0,4.0,no,no
db_details.php3,321.0,380.0,0.0,57.0,57.0,7.0,6468.212754080347,0.0,0.0,0.0,8.0,2.0,27.0,no,no
db_printview.php3,112.0,139.0,0.0,33.0,33.0,7.0,1640.645483143798,0.0,0.0,0.0,4.0,1.0,12.0,no,no
db_stats.php3,163.0,168.0,1.0,24.0,24.0,5.0,2773.7603686938837,0.0,0.0,0.0,4.0,1.0,9.0,no,no
footer.inc.php3,8.0,10.0,0.0,4.0,4.0,1.0,54.93061443340549,0.0,0.0,0.0,1.0,1.0,1.0,no,no
header.inc.php3,69.0,82.0,0.0,12.0,12.0,3.0,1060.5336668274792,0.0,0.0,0.0,3.0,2.0,3.0,no,no
index.php3,22.0,23.0,0.0,5.0,5.0,4.0,238.29756041061538,0.0,0.0,0.0,1.0,1.0,1.0,yes,no
lang/arabic.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/brazilian_portuguese.inc.php3,314.0,314.0,0.0,1.0,1.0,0.0,1797.559997784368,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-koi8.inc.php3,314.0,314.0,0.0,1.0,1.0,0.0,1798.5615986390678,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/bulgarian-win1251.inc.php3,314.0,314.0,0.0,1.0,1.0,0.0,1798.5615986390678,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/catala.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_big5.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/chinese_gb.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-iso.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/czech-win1250.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/danish.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/dutch.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/english.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/finnish.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/french.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/galician.inc.php3,317.0,317.0,0.0,1.0,1.0,0.0,1814.7890073477965,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/german.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/greek.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/italian.inc.php3,314.0,314.0,0.0,1.0,1.0,0.0,1798.5615986390678,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/japanese.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1790.8153885999209,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/korean.inc.php3,312.0,312.0,0.0,1.0,1.0,0.0,1785.0755956877417,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/norwegian.inc.php3,312.0,312.0,0.0,1.0,1.0,0.0,1785.0755956877417,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/polish.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1797.559997784368,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/portuguese.inc.php3,312.0,312.0,0.0,1.0,1.0,0.0,1785.0755956877417,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/romanian.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/russian-koi8.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/russian-win1251.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/slovak-iso.inc.php3,314.0,314.0,0.0,1.0,1.0,0.0,1797.559997784368,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/spanish.inc.php3,312.0,312.0,0.0,1.0,1.0,0.0,1785.0755956877417,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/swedish.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/thai.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
lang/turkish.inc.php3,313.0,313.0,0.0,1.0,1.0,0.0,1791.8169945965585,0.0,0.0,0.0,0.0,0.0,0.0,no,no
ldi_check.php3,45.0,45.0,0.0,15.0,15.0,5.0,440.7950655770202,0.0,0.0,0.0,2.0,1.0,9.0,no,no
ldi_table.php3,29.0,30.0,0.0,1.0,1.0,0.0,285.7005800596211,0.0,0.0,0.0,2.0,1.0,2.0,no,no
left.php3,116.0,147.0,0.0,23.0,23.0,4.0,2103.891184027401,0.0,0.0,0.0,6.0,2.0,9.0,no,no
libraries/auth/config.auth.lib.php3,34.0,36.0,4.0,4.0,4.0,3.0,231.99792961540004,6.0,3.0,0.0,1.0,1.0,1.0,no,no
libraries/auth/cookie.auth.lib.php3,127.0,145.0,5.0,31.0,31.0,6.0,1610.3972732267398,5.0,2.0,1.0,2.0,2.0,1.0,no,no
libraries/auth/http.auth.lib.php3,94.0,96.0,4.0,30.0,30.0,12.0,936.5388288076971,5.0,2.0,1.0,2.0,2.0,1.0,no,no
libraries/bookmark.lib.php3,56.0,56.0,5.0,9.0,9.0,3.0,597.9027930107682,5.0,4.0,1.0,2.0,1.0,17.0,no,no
libraries/build_dump.lib.php3,237.0,237.0,6.0,70.0,70.0,8.0,3630.9962273703795,5.0,2.0,3.0,3.0,1.0,30.0,no,no
libraries/common.lib.php3,417.0,429.0,14.0,112.0,112.0,12.0,5822.090509069263,108.0,32.0,4.0,12.0,3.0,4.0,no,no
libraries/defines.lib.php3,69.0,69.0,0.0,29.0,29.0,6.0,550.9939758292692,0.0,0.0,0.0,0.0,0.0,0.0,no,no
libraries/display_tbl.lib.php3,588.0,632.0,6.0,118.0,118.0,9.0,10002.09848976863,1.0,1.0,5.0,5.0,1.0,14.0,yes,no
libraries/grab_globals.lib.php3,17.0,17.0,0.0,10.0,10.0,4.0,108.2013505142256,0.0,0.0,0.0,0.0,0.0,0.0,no,no
libraries/ob.lib.php3,43.0,43.0,3.0,9.0,9.0,4.0,107.66210707413622,6.0,3.0,0.0,0.0,0.0,0.0,no,no
libraries/select_lang.lib.php3,84.0,84.0,1.0,21.0,21.0,7.0,608.6651099287994,0.0,0.0,1.0,0.0,0.0,0.0,yes,no
libraries/zip.lib.php3,63.0,63.0,2.0,1.0,1.0,0.0,477.8963455706277,2.0,1.0,0.0,0.0,0.0,0.0,no,no
main.php3,155.0,199.0,1.0,40.0,40.0,5.0,2505.356034967358,0.0,0.0,0.0,4.0,1.0,10.0,no,no
mult_submits.inc.php3,103.0,107.0,0.0,20.0,20.0,5.0,1096.979351530087,0.0,0.0,0.0,3.0,1.0,14.0,no,no
phpinfo.php3,6.0,6.0,0.0,2.0,2.0,1.0,17.51319134149782,0.0,0.0,0.0,0.0,0.0,0.0,no,no
read_dump.php3,179.0,179.0,2.0,53.0,53.0,7.0,2294.402452627659,0.0,0.0,2.0,4.0,2.0,6.0,no,no
sql.php3,243.0,251.0,0.0,64.0,64.0,8.0,3292.982897084096,0.0,0.0,0.0,4.0,3.0,5.0,yes,yes
tbl_addfield.php3,109.0,110.0,0.0,34.0,34.0,6.0,1713.1201283014993,0.0,0.0,0.0,4.0,1.0,27.0,no,no
tbl_alter.php3,68.0,68.0,0.0,20.0,20.0,4.0,1019.4967183149812,0.0,0.0,0.0,4.0,1.0,12.0,no,no
tbl_change.php3,257.0,310.0,0.0,55.0,55.0,8.0,4513.597121319955,0.0,0.0,0.0,3.0,1.0,7.0,no,no
tbl_create.php3,136.0,137.0,0.0,42.0,42.0,5.0,1984.1740079671224,0.0,0.0,0.0,4.0,1.0,16.0,no,no
tbl_dump.php3,158.0,159.0,2.0,36.0,36.0,6.0,2281.4035028574444,0.0,0.0,0.0,8.0,3.0,9.0,no,no
tbl_indexes.php3,282.0,304.0,0.0,71.0,71.0,7.0,4659.221936759234,0.0,0.0,0.0,5.0,1.0,23.0,no,no
tbl_move_copy.php3,69.0,69.0,1.0,13.0,13.0,4.0,799.197339005521,0.0,0.0,0.0,6.0,2.0,15.0,no,no
tbl_printview.php3,246.0,283.0,0.0,54.0,54.0,6.0,4382.088158076559,0.0,0.0,0.0,4.0,1.0,16.0,yes,no
tbl_properties.inc.php3,149.0,210.0,0.0,52.0,52.0,7.0,2383.0758034956266,0.0,0.0,0.0,1.0,1.0,1.0,no,no
tbl_properties.php3,503.0,620.0,0.0,103.0,103.0,6.0,12178.990264689271,0.0,0.0,0.0,11.0,2.0,74.0,no,no
tbl_qbe.php3,377.0,434.0,0.0,99.0,99.0,4.0,6928.699216877213,0.0,0.0,0.0,1.0,1.0,4.0,no,no
tbl_rename.php3,27.0,27.0,0.0,5.0,5.0,2.0,265.54378966002616,0.0,0.0,0.0,4.0,1.0,6.0,no,no
tbl_replace.php3,151.0,151.0,0.0,34.0,34.0,6.0,1911.8228589222117,0.0,0.0,0.0,3.0,1.0,14.0,no,no
tbl_select.php3,99.0,110.0,0.0,22.0,22.0,9.0,1581.4853040883218,0.0,0.0,0.0,4.0,1.0,10.0,no,no
user_details.php3,655.0,721.0,8.0,144.0,144.0,11.0,11722.799870019157,0.0,0.0,8.0,5.0,1.0,53.0,no,no
