,nomefile,Y_IDEAL,Y_REAL,Y_PRED
0,browse_foreigners.php,0,0,0
1,chk_rel.php,0,0,0
2,config.inc.php,0,0,0
3,css/phpmyadmin.css.php,0,0,0
4,db_create.php,0,0,0
5,db_datadict.php,0,0,0
6,db_details_common.php,0,0,0
7,db_details_db_info.php,0,0,0
8,db_details_export.php,0,0,0
9,db_details_importdocsql.php,0,0,0
10,db_details_links.php,0,0,0
11,db_details.php,0,0,0
12,db_details_qbe.php,0,0,0
13,db_details_structure.php,1,0,0
14,db_printview.php,0,0,0
15,db_search.php,0,0,0
16,export.php,0,0,0
17,footer.inc.php,0,0,0
18,header.inc.php,0,0,0
19,header_printview.inc.php,0,0,0
20,index.php,1,0,0
21,lang/afrikaans-iso-8859-1.inc.php,0,0,0
22,lang/afrikaans-utf-8.inc.php,0,0,0
23,lang/albanian-iso-8859-1.inc.php,0,0,0
24,lang/albanian-utf-8.inc.php,0,0,0
25,lang/arabic-utf-8.inc.php,0,0,0
26,lang/arabic-windows-1256.inc.php,0,0,0
27,lang/azerbaijani-iso-8859-9.inc.php,0,0,0
28,lang/azerbaijani-utf-8.inc.php,0,0,0
29,lang/basque-iso-8859-1.inc.php,0,0,0
30,lang/basque-utf-8.inc.php,0,0,0
31,lang/bosnian-utf-8.inc.php,0,0,0
32,lang/bosnian-windows-1250.inc.php,0,0,0
33,lang/brazilian_portuguese-iso-8859-1.inc.php,0,0,0
34,lang/brazilian_portuguese-utf-8.inc.php,0,0,0
35,lang/bulgarian-koi8-r.inc.php,0,0,0
36,lang/bulgarian-utf-8.inc.php,0,0,0
37,lang/bulgarian-windows-1251.inc.php,0,0,0
38,lang/catalan-iso-8859-1.inc.php,0,0,0
39,lang/catalan-utf-8.inc.php,0,0,0
40,lang/chinese_big5.inc.php,0,0,0
41,lang/chinese_big5-utf-8.inc.php,0,0,0
42,lang/chinese_gb.inc.php,0,0,0
43,lang/chinese_gb-utf-8.inc.php,0,0,0
44,lang/croatian-iso-8859-2.inc.php,0,0,0
45,lang/croatian-utf-8.inc.php,0,0,0
46,lang/croatian-windows-1250.inc.php,0,0,0
47,lang/czech-iso-8859-2.inc.php,0,0,0
48,lang/czech-utf-8.inc.php,0,0,0
49,lang/czech-windows-1250.inc.php,0,0,0
50,lang/danish-iso-8859-1.inc.php,0,0,0
51,lang/danish-utf-8.inc.php,0,0,0
52,lang/dutch-iso-8859-1.inc.php,0,0,0
53,lang/dutch-utf-8.inc.php,0,0,0
54,lang/english-iso-8859-1.inc.php,0,0,0
55,lang/english-utf-8.inc.php,0,0,0
56,lang/estonian-iso-8859-1.inc.php,0,0,0
57,lang/estonian-utf-8.inc.php,0,0,0
58,lang/finnish-utf-8.inc.php,0,0,0
59,lang/french-iso-8859-1.inc.php,0,0,0
60,lang/french-utf-8.inc.php,0,0,0
61,lang/georgian-utf-8.inc.php,0,0,0
62,lang/german-iso-8859-1.inc.php,0,0,0
63,lang/german-utf-8.inc.php,0,0,0
