,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
browse_foreigners.php,144.0,157.0,0.0,20.0,20.0,3.0,2016.717705363872,0.0,0.0,0.0,15.0,10.0,20.0,no,no
calendar.php,8.0,9.0,0.0,1.0,1.0,0.0,50.355800728765786,0.0,0.0,0.0,0.0,0.0,0.0,no,no
changelog.php,37.0,41.0,0.0,1.0,1.0,0.0,37.352817814715735,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
chk_rel.php,6.0,6.0,0.0,1.0,1.0,0.0,6.591673732008658,0.0,0.0,0.0,1.0,1.0,1.0,no,no
config.sample.inc.php,11.0,11.0,0.0,1.0,1.0,0.0,10.39720770839918,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_create.php,23.0,23.0,0.0,4.0,4.0,2.0,200.67064551806718,0.0,0.0,0.0,8.0,5.0,6.0,no,no
db_datadict.php,137.0,148.0,0.0,37.0,37.0,4.0,1786.1932657976565,0.0,0.0,0.0,21.0,9.0,29.0,no,no
db_export.php,34.0,34.0,0.0,4.0,4.0,2.0,257.4243182969798,0.0,0.0,0.0,1.0,1.0,1.0,no,no
db_import.php,7.0,8.0,0.0,1.0,1.0,0.0,9.704060527839234,0.0,0.0,0.0,0.0,0.0,0.0,no,no
db_operations.php,205.0,226.0,0.0,47.0,47.0,5.0,2666.4595433517884,0.0,0.0,0.0,25.0,12.0,32.0,yes,no
db_printview.php,63.0,82.0,0.0,14.0,14.0,4.0,770.6685320693448,0.0,0.0,0.0,8.0,5.0,14.0,no,no
db_qbe.php,494.0,543.0,3.0,113.0,113.0,8.0,9187.144629406444,0.0,0.0,3.0,20.0,9.0,43.0,no,no
db_search.php,158.0,160.0,1.0,24.0,24.0,4.0,1883.6841327518944,0.0,0.0,1.0,15.0,6.0,22.0,no,no
db_sql.php,14.0,14.0,0.0,2.0,2.0,1.0,54.1610040220442,0.0,0.0,0.0,1.0,1.0,1.0,yes,no
