,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsIdealVulnerable,IsRealVulnerable
admin/admin.php,80.0,87.0,0.0,20.0,20.0,3.0,936.7307105490958,0.0,0.0,0.0,17.0,3.0,26.0,no,no
admin/auth.php,81.0,108.0,1.0,19.0,19.0,4.0,1055.792994990659,7.0,7.0,1.0,24.0,10.0,43.0,no,no
admin/backup.php,70.0,71.0,0.0,17.0,17.0,5.0,771.5450577444781,0.0,0.0,0.0,21.0,5.0,32.0,no,no
admin/block.php,33.0,34.0,0.0,6.0,6.0,1.0,347.6032745003533,0.0,0.0,0.0,19.0,6.0,25.0,no,no
admin/blocks.php,91.0,93.0,0.0,22.0,22.0,6.0,1269.135143212105,0.0,0.0,0.0,25.0,6.0,51.0,no,no
admin/config.php,55.0,56.0,1.0,17.0,17.0,5.0,553.011979562081,7.0,7.0,1.0,25.0,10.0,27.0,no,no
admin/configure.php,32.0,33.0,0.0,4.0,4.0,1.0,305.79320336247906,0.0,0.0,0.0,10.0,3.0,27.0,no,no
admin/creators.php,77.0,84.0,0.0,18.0,18.0,3.0,888.2068053096021,0.0,0.0,0.0,16.0,3.0,24.0,no,no
admin/cron.php,71.0,80.0,0.0,28.0,28.0,6.0,1170.03927876834,0.0,0.0,0.0,13.0,4.0,16.0,no,no
admin/dbperformance.php,17.0,18.0,0.0,4.0,4.0,1.0,183.2712480596362,0.0,0.0,0.0,8.0,5.0,9.0,no,no
admin/delete.php,28.0,33.0,1.0,9.0,9.0,4.0,251.6886062429995,0.0,0.0,1.0,5.0,2.0,6.0,no,no
admin/filters.php,97.0,97.0,0.0,33.0,33.0,7.0,1129.6101674159486,0.0,0.0,0.0,11.0,3.0,34.0,no,no
admin/index.php,268.0,281.0,0.0,56.0,56.0,7.0,4205.461265190304,0.0,0.0,0.0,36.0,8.0,154.0,no,no
admin/lang.php,183.0,198.0,1.0,41.0,41.0,6.0,3102.7583460827054,0.0,0.0,1.0,20.0,3.0,48.0,no,no
admin/module.php,29.0,30.0,0.0,5.0,5.0,2.0,352.8458574934594,0.0,0.0,0.0,15.0,3.0,22.0,no,no
admin/modules.php,106.0,107.0,0.0,29.0,29.0,6.0,1625.8367631325302,0.0,0.0,0.0,20.0,4.0,57.0,no,no
admin/phpinfo.php,14.0,15.0,0.0,4.0,4.0,1.0,100.46924044487297,0.0,0.0,0.0,6.0,3.0,6.0,no,no
admin/register.php,54.0,92.0,0.0,7.0,7.0,2.0,860.3057226880923,0.0,0.0,0.0,19.0,3.0,39.0,no,no
admin/site.php,76.0,77.0,1.0,19.0,19.0,5.0,796.0344009850207,7.0,7.0,1.0,23.0,10.0,37.0,no,no
admin/timezone.php,32.0,36.0,0.0,7.0,7.0,3.0,402.08786049841905,0.0,0.0,0.0,9.0,3.0,13.0,no,no
admin/upgradelogs.php,80.0,80.0,0.0,13.0,13.0,5.0,1177.5284730584615,0.0,0.0,0.0,17.0,3.0,31.0,no,no
admin/uploaduser.php,175.0,179.0,1.0,43.0,43.0,8.0,2161.674362402361,0.0,0.0,1.0,19.0,3.0,62.0,no,no
admin/user.php,218.0,226.0,0.0,49.0,49.0,6.0,3808.022436827979,0.0,0.0,0.0,27.0,3.0,97.0,no,no
admin/users.php,32.0,33.0,0.0,4.0,4.0,1.0,355.1325226443416,0.0,0.0,0.0,11.0,3.0,28.0,no,no
auth/db/lib.php,43.0,43.0,2.0,8.0,8.0,4.0,430.0704300603771,2.0,1.0,0.0,10.0,4.0,11.0,no,no
auth/email/lib.php,7.0,7.0,1.0,2.0,2.0,1.0,28.563919505370855,1.0,1.0,0.0,1.0,1.0,1.0,no,no
auth/imap/lib.php,26.0,26.0,1.0,4.0,4.0,2.0,167.15958729931674,1.0,1.0,0.0,0.0,0.0,0.0,no,no
auth/ldap/lib.php,180.0,180.0,13.0,33.0,33.0,3.0,1997.9154936266377,6.0,3.0,5.0,1.0,1.0,4.0,no,no
auth/manual/lib.php,6.0,6.0,1.0,2.0,2.0,1.0,21.405011639608446,1.0,1.0,0.0,1.0,1.0,1.0,no,no
auth/nntp/lib.php,14.0,14.0,1.0,3.0,3.0,2.0,85.95025038943322,1.0,1.0,0.0,0.0,0.0,0.0,no,no
auth/none/lib.php,6.0,6.0,1.0,2.0,2.0,1.0,24.953298500158027,1.0,1.0,0.0,1.0,1.0,1.0,no,no
auth/pop3/lib.php,24.0,24.0,1.0,4.0,4.0,2.0,144.49388054686702,1.0,1.0,0.0,0.0,0.0,0.0,no,no
backup/backuplib.php,695.0,699.0,36.0,111.0,111.0,6.0,11973.803859807978,74.0,16.0,11.0,23.0,8.0,62.0,no,no
backup/backup.php,58.0,58.0,0.0,14.0,14.0,3.0,827.7817343676626,0.0,0.0,0.0,18.0,4.0,34.0,no,no
backup/backup_scheduled.php,346.0,360.0,7.0,100.0,100.0,5.0,5460.492193031927,4.0,3.0,6.0,45.0,5.0,59.0,no,no
backup/db/mysql.php,35.0,35.0,1.0,11.0,11.0,2.0,250.97557162858803,1.0,1.0,0.0,2.0,2.0,10.0,no,no
backup/db/postgres7.php,6.0,6.0,1.0,1.0,1.0,0.0,6.931471805599453,1.0,1.0,0.0,0.0,0.0,0.0,no,no
backup/lib.php,278.0,278.0,23.0,52.0,52.0,4.0,3523.5976293993845,107.0,30.0,8.0,18.0,6.0,40.0,no,no
backup/log.php,81.0,95.0,0.0,12.0,12.0,5.0,1202.8735459521872,0.0,0.0,0.0,17.0,3.0,44.0,no,no
backup/restorelib.php,1593.0,1612.0,60.0,289.0,289.0,10.0,26037.0668999118,1.0,1.0,16.0,22.0,7.0,202.0,yes,yes
backup/restore.php,64.0,64.0,0.0,14.0,14.0,4.0,875.5323726471735,0.0,0.0,0.0,17.0,4.0,35.0,no,no
backup/try.php,23.0,24.0,0.0,6.0,6.0,2.0,157.6431651212741,0.0,0.0,0.0,8.0,5.0,9.0,no,no
backup/version.php,3.0,3.0,0.0,1.0,1.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/activity_modules/block_activity_modules.php,25.0,25.0,2.0,5.0,5.0,3.0,197.82671701493223,1.0,1.0,0.0,1.0,1.0,1.0,no,no
blocks/activity_modules/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/activity_modules/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/admin/block_admin.php,74.0,74.0,2.0,17.0,17.0,4.0,1669.9728513679418,1.0,1.0,0.0,8.0,2.0,27.0,no,no
blocks/admin/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/admin/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/calendar_month/block_calendar_month.php,36.0,36.0,2.0,4.0,4.0,1.0,360.14027883104745,1.0,1.0,0.0,8.0,2.0,12.0,no,no
blocks/calendar_month/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/calendar_month/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/calendar_upcoming/block_calendar_upcoming.php,32.0,32.0,2.0,4.0,4.0,1.0,336.17638257157347,1.0,1.0,0.0,6.0,2.0,11.0,no,no
blocks/calendar_upcoming/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/calendar_upcoming/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/course_list/block_course_list.php,58.0,58.0,2.0,12.0,12.0,4.0,839.2672870751736,1.0,1.0,0.0,5.0,2.0,14.0,no,no
blocks/course_list/db/mysql.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/course_list/db/postgres7.php,8.0,8.0,1.0,2.0,2.0,1.0,17.91759469228055,0.0,0.0,0.0,0.0,0.0,0.0,no,no
blocks/course_summary/block_course_summary.php,20.0,20.0,3.0,2.0,2.0,1.0,102.5857827228719,2.0,1.0,0.0,2.0,2.0,2.0,no,no
